vendor,category,name,sku,price,unit,brand,url,image,scrape_date
Adams Building Supply,Dimensional Lumber,2 X 8 -12 PREMIUM GRADE SPF KD,2812S,CAD 22.73,/ EA,Own Brand,https://www.adamsbuildingsupply.com/2-x-8-12-premium-grade-spf-kd,https://us.evocdn.io/dealer/1405/catalog/product/images/2812S.jpg,2026-01-10 16:35:26.137548
Adams Building Supply,Dimensional Lumber,2 X 8 -14 PREMIUM GRADE SPF KD,2814S,CAD 26.52,/ EA,Own Brand,https://www.adamsbuildingsupply.com/2-x-8-14-premium-grade-spf-kd,https://us.evocdn.io/dealer/1405/catalog/product/images/2814S.jpg,2026-01-10 16:35:26.206545
Adams Building Supply,Dimensional Lumber,2 X 8 -16 PREMIUM GRADE SPF KD,2816S,CAD 30.31,/ EA,Own Brand,https://www.adamsbuildingsupply.com/2-x-8-16-premium-grade-spf-kd,https://us.evocdn.io/dealer/1405/catalog/product/images/2816S.jpg,2026-01-10 16:35:26.273546
Adams Building Supply,Dimensional Lumber,2 X 8 -18' #2 & BTR SPF KD,2818S,CAD 45.00,/ EA,Own Brand,https://www.adamsbuildingsupply.com/2-x-8-18-2-and-btr-spf-kd,https://us.evocdn.io/dealer/1405/catalog/product/images/2818S.jpg,2026-01-10 16:35:26.341548
Adams Building Supply,Dimensional Lumber,2 X 8 -20 #2 & BTR SPF KD,2820S,CAD 50.00,/ EA,Own Brand,https://www.adamsbuildingsupply.com/2-x-8-20-2-and-btr-spf-kd,https://us.evocdn.io/dealer/1405/catalog/product/images/2820S.jpg,2026-01-10 16:35:26.418547
Adams Building Supply,Dimensional Lumber,2 X 8 -22#2 & BTR SPF KD,2822S,CAD 66.00,/ EA,Own Brand,https://www.adamsbuildingsupply.com/2-x-8-22-2-and-btr-spf-kd,https://us.evocdn.io/dealer/1405/catalog/product/images/2808S.jpg,2026-01-10 16:35:26.488549
Adams Building Supply,Dimensional Lumber,2 X 8 -24 #2 & BTR SPF KD,2824S,CAD 72.00,/ EA,Own Brand,https://www.adamsbuildingsupply.com/2-x-8-24-2-and-btr-spf-kd,https://us.evocdn.io/dealer/1405/catalog/product/images/2824S.jpg,2026-01-10 16:35:26.555546
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 11-7/8"" X 6' LVL",134117806LVL,CAD 73.50,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-11-7-8-x-6-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/11LVL.jpeg,2026-01-10 16:36:16.669976
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 11-7/8"" X 8' LVL",134117808LVL,CAD 98.00,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-11-7-8-x-8-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/11LVL.jpeg,2026-01-10 16:36:16.740977
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 11-7/8"" X 10' LVL",134117810LVL,CAD 122.50,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-11-7-8-x-10-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/11LVL.jpeg,2026-01-10 16:36:16.807836
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 11-7/8"" X 12' LVL",134117812LVL,CAD 147.00,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-11-7-8-x-12-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/11LVL.jpeg,2026-01-10 16:36:16.874836
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 11-7/8"" X 14' LVL",134117814LVL,CAD 171.50,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-11-7-8-x-14-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/11LVL.jpeg,2026-01-10 16:36:16.941841
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 11-7/8"" X 16' LVL",134117816LVL,CAD 196.00,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-11-7-8-x-16-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/11LVL.jpeg,2026-01-10 16:36:17.008837
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 11-7/8"" X 18' LVL",134117818LVL,CAD 220.50,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-11-7-8-x-18-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/11LVL.jpeg,2026-01-10 16:36:17.076836
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 11-7/8"" X 20' LVL",134117820LVL,CAD 245.00,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-11-7-8-x-20-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/11LVL.jpeg,2026-01-10 16:36:17.143836
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 11-7/8"" X 22' LVL",134117822LVL,CAD 269.50,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-11-7-8-x-22-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/11LVL.jpeg,2026-01-10 16:36:17.210837
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 11-7/8"" X 24' LVL",134117824LVL,CAD 294.00,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-11-7-8-x-24-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/11LVL.jpeg,2026-01-10 16:36:17.277836
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 11-7/8"" X 26' LVL",134117826LVL,CAD 318.50,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-11-7-8-x-26-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/11LVL.jpeg,2026-01-10 16:36:17.345954
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 11-7/8"" X 28' LVL",134117828LVL,CAD 343.00,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-11-7-8-x-28-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/11LVL.jpeg,2026-01-10 16:36:17.402891
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 11-7/8"" X 30' LVL",134117830LVL,CAD 367.50,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-11-7-8-x-30-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/11LVL.jpeg,2026-01-10 16:36:17.484105
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 11-7/8"" X 32' LVL",134117832LVL,CAD 392.00,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-11-7-8-x-32-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/11LVL.jpeg,2026-01-10 16:36:17.541547
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 11-7/8"" X 36' LVL",134117836LVL,CAD 441.00,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-11-7-8-x-36-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/11LVL.jpeg,2026-01-10 16:36:17.616848
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 14"" X 6' LVL",1341406LVL,CAD 101.94,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-14-x-6-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/14LVL.jpeg,2026-01-10 16:36:17.673643
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 14"" X 8' LVL",1341408LVL,CAD 135.92,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-14-x-8-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/14LVL.jpeg,2026-01-10 16:36:17.752943
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 14"" X 10' LVL",1341410LVL,CAD 169.90,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-14-x-10-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/14LVL.jpeg,2026-01-10 16:36:17.819063
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 14"" X 12' LVL",1341412LVL,CAD 203.88,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-14-x-12-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/14LVL.jpeg,2026-01-10 16:36:17.887860
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 14"" X 14' LVL",1341414LVL,CAD 237.86,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-14-x-14-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/14LVL.jpeg,2026-01-10 16:36:17.944036
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 14"" X 16' LVL",1341416LVL,CAD 271.84,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-14-x-16-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/14LVL.jpeg,2026-01-10 16:36:18.032808
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 14"" X 18' LVL",1341418LVL,CAD 305.82,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-14-x-18-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/14LVL.jpeg,2026-01-10 16:36:18.102994
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 14"" X 20' LVL",1341420LVL,CAD 339.80,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-14-x-20-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/14LVL.jpeg,2026-01-10 16:36:18.164126
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 14"" X 22' LVL",1341422LVL,CAD 373.78,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-14-x-22-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/14LVL.jpeg,2026-01-10 16:36:18.243660
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 14"" X 24' LVL",1341424LVL,CAD 407.76,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-14-x-24-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/14LVL.jpeg,2026-01-10 16:36:18.298315
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 14"" X 26' LVL",1341426LVL,CAD 441.74,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-14-x-26-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/14LVL.jpeg,2026-01-10 16:36:18.367499
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 14"" X 28' LVL",1341428LVL,CAD 475.72,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-14-x-28-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/14LVL.jpeg,2026-01-10 16:36:18.444974
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 14"" X 30' LVL",1341430LVL,CAD 509.70,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-14-x-30-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/14LVL.jpeg,2026-01-10 16:36:18.507619
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 14"" X 32' LVL",1341432LVL,CAD 543.68,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-14-x-32-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/14LVL.jpeg,2026-01-10 16:36:18.580612
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 14"" X 36' LVL",1341436LVL,CAD 611.64,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-14-x-36-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/14LVL.jpeg,2026-01-10 16:36:18.637719
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 9-1/2"" X 6' LVL",13491206LVL,CAD 59.94,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-9-1-2-x-6-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/9LVL.jpeg,2026-01-10 16:36:18.713670
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 9-1/2"" X 8' LVL",13491208LVL,CAD 79.92,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-9-1-2-x-8-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/9LVL.jpeg,2026-01-10 16:36:18.782205
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 9-1/2"" X 10' LVL",13491210LVL,CAD 99.90,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-9-1-2-x-10-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/9LVL.jpeg,2026-01-10 16:36:18.838908
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 9-1/2"" X 12' LVL",13491212LVL,CAD 119.88,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-9-1-2-x-12-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/9LVL.jpeg,2026-01-10 16:36:18.912424
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 9-1/2"" X 14' LVL",13491214LVL,CAD 139.86,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-9-1-2-x-14-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/9LVL.jpeg,2026-01-10 16:36:18.985267
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 9-1/2"" X 16' LVL",13491216LVL,CAD 159.84,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-9-1-2-x-16-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/9LVL.jpeg,2026-01-10 16:36:19.041021
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 9-1/2"" X 16' LVL",13491216LVL,CAD 159.84,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-9-1-2-x-16-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/9LVL.jpeg,2026-01-10 16:36:25.499471
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 9-1/2"" X 18' LVL",13491218LVL,CAD 179.82,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-9-1-2-x-18-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/9LVL.jpeg,2026-01-10 16:36:25.569057
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 9-1/2"" X 20' LVL",13491220LVL,CAD 199.80,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-9-1-2-x-20-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/9LVL.jpeg,2026-01-10 16:36:25.624013
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 9-1/2"" X 22' LVL",13491222LVL,CAD 219.78,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-9-1-2-x-22-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/9LVL.jpeg,2026-01-10 16:36:25.700194
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 9-1/2"" X 24' LVL",13491224LVL,CAD 239.76,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-9-1-2-x-24-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/9LVL.jpeg,2026-01-10 16:36:25.762447
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 9-1/2"" X 26' LVL",13491226LVL,CAD 259.74,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-9-1-2-x-26-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/9LVL.jpeg,2026-01-10 16:36:25.834284
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 9-1/2"" X 28' LVL",13491228LVL,CAD 279.72,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-9-1-2-x-28-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/9LVL.jpeg,2026-01-10 16:36:25.894346
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 9-1/2"" X 30' LVL",13491230LVL,CAD 299.70,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-9-1-2-x-30-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/9LVL.jpeg,2026-01-10 16:36:25.956931
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 9-1/2"" X 32' LVL",13491232LVL,CAD 319.68,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-9-1-2-x-32-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/9LVL.jpeg,2026-01-10 16:36:26.068691
Adams Building Supply,Engineered Wood Products,"1-3/4"" X 9-1/2"" X 36' LVL",13491236LVL,CAD 359.64,/ EA,Own Brand,https://www.adamsbuildingsupply.com/1-3-4-x-9-1-2-x-36-lvl,https://us.evocdn.io/dealer/1405/catalog/product/images/9LVL.jpeg,2026-01-10 16:36:26.130823
