category,name,sku,price,unit,url,image
Lumber,"1/2x1/2"" Pine Quarter Round Moulding (sold by LF)",QUA006P,0.69,/each,https://downtownlumber.com/p/12x12-pine-quarter-round-moulding-sold-by-lf/QUA006P,https://ik.imagekit.io/toolbx/p_1657814468966_de92674f-aa7a-463c-a9dd-68b83f9058d1.jpg
Lumber,"2x10"" Pine #1 (sold by LF)",210P,4.99,/each,https://downtownlumber.com/p/2x10-pine-1-sold-by-lf/210P,https://ik.imagekit.io/toolbx/p_1657823146477_e1a4ea55-cd74-49e8-8dcc-54a9460daa8e.jpg
Lumber,"Carport Saddle Bracket 4""x4"" 13 Gauge Galvanized",354,6.99,/each,https://downtownlumber.com/p/carport-saddle-bracket-4x4-13-gauge-galvanized/354,https://ik.imagekit.io/toolbx/p_1657819396676_e2fa36f1-076f-4e25-acfe-4fa0b01ea212.jpg
Lumber,Joist Hanger Triple 2x8 G185,228-3,2.99,/each,https://downtownlumber.com/p/joist-hanger-triple-2x8-g185/228-3,https://ik.imagekit.io/toolbx/p_1657819441709_fa4bf990-fca8-48f3-a1c4-7f2baee34e6f.jpg
Lumber,"2-1/2x9-1/2"" Face Mount Hanger",IUS25695,4.99,/each,https://downtownlumber.com/p/2-12x9-12-face-mount-hanger/IUS25695,https://ik.imagekit.io/toolbx/p_1657819374034_b1054616-94f8-4ad2-acd6-919b94688ce2.jpg
Lumber,Post Holder Bolt Down 6 x 6 Black,162,28.99,/each,https://downtownlumber.com/p/post-holder-bolt-down-6-x-6-black/162,https://ik.imagekit.io/toolbx/p_1670562610656_e2243fb3-9653-4e5e-888a-73ab7aad6e8d_162.jpg
Lumber,"Hanger For LVL 7-1/4x10"" HUS72510 Quad Face Mount",HGUS72510,44.99,/each,https://downtownlumber.com/p/hanger-for-lvl-7-14x10-hus72510-quad-face-mount/HGUS72510,https://ik.imagekit.io/toolbx/p_1675919407785_e8c14443-2e05-4d7e-83fb-647d32d0166c_HGUS72510.jpg
Lumber,"2-1/2x11-7/8"" Top Mount Hanger",LT251188,4.99,/each,https://downtownlumber.com/p/2-12x11-78-top-mount-hanger/LT251188,https://ik.imagekit.io/toolbx/p_1657819312982_3f051a5e-e483-46e9-90b6-edf57a2b12cb.jpg
Lumber,Joist Hanger Double 2x8 G185,458-3,2.49,/each,https://downtownlumber.com/p/joist-hanger-double-2x8-g185/458-3,https://ik.imagekit.io/toolbx/p_1657819427986_f2d43f8d-0d0e-406b-9893-dec14226ddf0.jpg
Lumber,Hanger For LVL 3-1/2x8 HGUS48 Double Face Mount,HGUS48,26.99,/each,https://downtownlumber.com/p/hanger-for-lvl-3-12x8-hgus48-double-face-mount/HGUS48,https://ik.imagekit.io/toolbx/p_1675919066611_55638567-e981-4b5d-ac64-c776f88b0d70_HGUS48.jpg
Lumber,"2-1/2x11-7/8"" Face Mount Hanger",IUS2561188,4.99,/each,https://downtownlumber.com/p/2-12x11-78-face-mount-hanger/IUS2561188,https://ik.imagekit.io/toolbx/p_1657821903603_61a2337b-56c3-4d50-8bb1-276e9f8740c6.jpg
Lumber,Joist Hanger Double 2x10 G185,462-3,2.29,/each,https://downtownlumber.com/p/joist-hanger-double-2x10-g185/462-3,https://ik.imagekit.io/toolbx/p_1657821880520_81b7a643-d49d-44ed-a7cd-9c1053048a65.jpg
Lumber,"1x6"" T&G Clear Cedar (sold by LF)",16TGCC,7.69,/each,https://downtownlumber.com/p/1x6-tg-clear-cedar-sold-by-lf/16TGCC,https://ik.imagekit.io/toolbx/p_1676351349575_26fd91e6-43f2-45f1-8f89-0f07e43dcf37_16TGCC.jpg
Lumber,"1x4"" T&G Clear Cedar (Sold By Linear Foot)",14TGCC,4.49,/each,https://downtownlumber.com/p/1x4-tg-clear-cedar-sold-by-linear-foot/14TGCC,https://ik.imagekit.io/toolbx/p_1657814467106_e25f7652-4b93-4bf2-8bc7-f0e92c057609.jpg
Lumber,Knotty Cedar 1x6x8' T&G,16TGC,27.49,/each,https://downtownlumber.com/p/knotty-cedar-1x6x8-tg/16TGC,https://ik.imagekit.io/toolbx/p_1606681148430_4a718d69-1b05-447e-a7c6-8034a88e041d.jpg
Lumber,"End Cut Wood Preservative Sealer - Sienna, 946 ml",1874950,21.99,/each,https://downtownlumber.com/p/end-cut-wood-preservative-sealer-sienna-946-ml/1874950,https://ik.imagekit.io/toolbx/p_1657819331805_43688525-4fad-4f39-8c4f-d3ff43053c7d.jpg
Lumber,LVL Beam 11-7/8x12',11LVL-12,119.88,/each,https://downtownlumber.com/p/lvl-beam-11-78x12/11LVL-12,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png
Lumber,LVL Beam 11-7/8x10',11LVL-10,99.90,/each,https://downtownlumber.com/p/lvl-beam-11-78x10/11LVL-10,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png
Lumber,LVL Beam 7-1/4x16',7LVL-16,95.84,/each,https://downtownlumber.com/p/lvl-beam-7-14x16/7LVL-16,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png
Lumber,LVL Beam 11-7/8x14',11LVL-14,139.86,/each,https://downtownlumber.com/p/lvl-beam-11-78x14/11LVL-14,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png
Lumber,LVL Beam 11-7/8x20',11LVL-20,199.80,/each,https://downtownlumber.com/p/lvl-beam-11-78x20/11LVL-20,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png
Lumber,LVL Beam 11-7/8x16',11LVL-16,159.84,/each,https://downtownlumber.com/p/lvl-beam-11-78x16/11LVL-16,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png
Lumber,LVL Beam 9-1/2x14',9LVL-14,111.86,/each,https://downtownlumber.com/p/lvl-beam-9-12x14/9LVL-14,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png
Lumber,LVL Beam 7-1/4x20',7LVL-20,119.80,/each,https://downtownlumber.com/p/lvl-beam-7-14x20/7LVL-20,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png
Lumber,LVL Beam 9-1/2x12',9LVL-12,95.88,/each,https://downtownlumber.com/p/lvl-beam-9-12x12/9LVL-12,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png
Lumber,LVL Beam 11-7/8x18',11LVL-18,179.82,/each,https://downtownlumber.com/p/lvl-beam-11-78x18/11LVL-18,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png
Lumber,LVL Beam 9-1/2x20',9LVL-20,159.80,/each,https://downtownlumber.com/p/lvl-beam-9-12x20/9LVL-20,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png
Lumber,LVL Beam 11-7/8x8',11LVL-8,79.92,/each,https://downtownlumber.com/p/lvl-beam-11-78x8/11LVL-8,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png
Lumber,LVL Beam 9-1/2x16',9LVL-16,127.84,/each,https://downtownlumber.com/p/lvl-beam-9-12x16/9LVL-16,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png
Lumber,LVL Beam 9-1/2x18',9LVL-18,143.82,/each,https://downtownlumber.com/p/lvl-beam-9-12x18/9LVL-18,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png
Lumber,LVL Beam 9-1/2x10',9LVL-10,79.90,/each,https://downtownlumber.com/p/lvl-beam-9-12x10/9LVL-10,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png
Lumber,LVL Beam 9-1/2x8',9LVL-8,63.92,/each,https://downtownlumber.com/p/lvl-beam-9-12x8/9LVL-8,https://ik.imagekit.io/toolbx/demo/catalog-images/toolbxLVL_2-198d84580f2.png
Lumber,"Spiral Ardox Nails 3-1/4"" -250pk",2130483,23.99,/each,https://downtownlumber.com/p/spiral-ardox-nails-3-14-250pk/2130483,https://ik.imagekit.io/toolbx/p_1681618544364_1c484b3d-919d-4d5a-9feb-deb07e49c7bf_2130483.jpg
