vendor,category,name,url,sku,model,price,unit,image_url,scrape_date
Home Depot Canada,Pressure Treated,2 x 12 x 12' Pressure Treated Wood (Above Ground Use Only),https://www.homedepot.ca/product/micropro-sienna-2-x-12-x-12-pressure-treated-wood-above-ground-use-only-/1000790393,1000790393,10010072,$$51.69,/ each,https://images.homedepot.ca/productimages/p_1000790393.jpg?product-images=m,2026-01-07 11:16:51.152105
Home Depot Canada,Pressure Treated,2 x 6 x 16' Pressure Treated Wood (Above Ground Use Only),https://www.homedepot.ca/product/micropro-sienna-2-x-6-x-16-pressure-treated-wood-above-ground-use-only-/1000790085,1000790085,10010049,$$26.88,/ each,https://images.homedepot.ca/productimages/p_1000790085.jpg?product-images=m,2026-01-07 11:16:51.270818
Home Depot Canada,Pressure Treated,2 x 10 x 10' Pressure Treated Wood (Above Ground Use Only),https://www.homedepot.ca/product/micropro-sienna-2-x-10-x-10-pressure-treated-wood-above-ground-use-only-/1000790720,1000790720,10010063,$$31.26,/ each,https://images.homedepot.ca/productimages/p_1000790720.jpg?product-images=m,2026-01-07 11:16:51.403607
Home Depot Canada,Pressure Treated,2 x 8 x 16' Pressure Treated Wood (Above Ground Use Only),https://www.homedepot.ca/product/micropro-sienna-2-x-8-x-16-pressure-treated-wood-above-ground-use-only-/1000790206,1000790206,10010058,$$37.41,/ each,https://images.homedepot.ca/productimages/p_1000790206.jpg?product-images=m,2026-01-07 11:16:51.527401
Home Depot Canada,Pressure Treated,2 x 12 x 8' Pressure Treated Wood (Above Ground Use Only),https://www.homedepot.ca/product/micropro-sienna-2-x-12-x-8-pressure-treated-wood-above-ground-use-only-/1001208107,1001208107,10010070,$$34.46,/ each,https://images.homedepot.ca/productimages/p_1001208107.jpg?product-images=m,2026-01-07 11:16:51.659080
Home Depot Canada,Pressure Treated,2 x 4 x 16' Pressure Treated Wood (Above Ground Use Only),https://www.homedepot.ca/product/micropro-sienna-2-x-4-x-16-pressure-treated-wood-above-ground-use-only-/1000789774,1000789774,10010033,$$15.66,/ each,https://images.homedepot.ca/productimages/p_1000789774.jpg?product-images=m,2026-01-07 11:16:51.783997
Home Depot Canada,Pressure Treated,5/4 x 6 x 10' Pressure Treated Wood Decking (Above Ground Use Only),https://www.homedepot.ca/product/micropro-sienna-5-4-x-6-x-10-pressure-treated-wood-decking-above-ground-use-only-/1000680741,1000680741,10010095,$$12.26,/ each,https://images.homedepot.ca/productimages/p_1000680741.jpg?product-images=m,2026-01-07 11:16:51.909296
Home Depot Canada,Pressure Treated,5/4 x 6 x 16' Pressure Treated Wood Decking (Above Ground Use Only),https://www.homedepot.ca/product/micropro-sienna-5-4-x-6-x-16-pressure-treated-wood-decking-above-ground-use-only-/1000680731,1000680731,10010101,$$19.60,/ each,https://images.homedepot.ca/productimages/p_1000680731.jpg?product-images=m,2026-01-07 11:16:52.040405
Home Depot Canada,Pressure Treated,2 x 10 x 8' Pressure Treated Wood (Above Ground Use Only),https://www.homedepot.ca/product/micropro-sienna-2-x-10-x-8-pressure-treated-wood-above-ground-use-only-/1000790721,1000790721,10010062,$$25.01,/ each,https://images.homedepot.ca/productimages/p_1000790721.jpg?product-images=m,2026-01-07 11:16:52.186294
Home Depot Canada,Pressure Treated,5/4 x 6 x 12' Pressure Treated Wood Decking (Above Ground Use Only),https://www.homedepot.ca/product/micropro-sienna-5-4-x-6-x-12-pressure-treated-wood-decking-above-ground-use-only-/1000680736,1000680736,10010097,$$14.70,/ each,https://images.homedepot.ca/productimages/p_1000680736.jpg?product-images=m,2026-01-07 11:16:52.311392
Home Depot Canada,Pressure Treated,8' Pressure Treated Wood Mini Tie,https://www.homedepot.ca/product/micropro-sienna-8-pressure-treated-wood-mini-tie/1000680917,1000680917,10010012,$$11.31,/ each,https://images.homedepot.ca/productimages/p_1000680917.jpg?product-images=m,2026-01-07 11:16:52.436049
Home Depot Canada,Pressure Treated,2 x 8 x 10' Pressure Treated Wood (Above Ground Use Only),https://www.homedepot.ca/product/micropro-sienna-2-x-8-x-10-pressure-treated-wood-above-ground-use-only-/1000790209,1000790209,10010055,$$23.38,/ each,https://images.homedepot.ca/productimages/p_1000790209.jpg?product-images=m,2026-01-07 11:16:52.562044
Home Depot Canada,Pressure Treated,2 x 10 x 12' Pressure Treated Wood (Above Ground Use Only),https://www.homedepot.ca/product/micropro-sienna-2-x-10-x-12-pressure-treated-wood-above-ground-use-only-/1000790719,1000790719,10010064,$$37.52,/ each,https://images.homedepot.ca/productimages/p_1000790719.jpg?product-images=m,2026-01-07 11:16:52.686101
Home Depot Canada,Pressure Treated,6 x 6 x 16' Pressure Treated Wood Post (Suitable for Ground Contact),https://www.homedepot.ca/product/micropro-sienna-6-x-6-x-16-pressure-treated-wood-post-suitable-for-ground-contact-/1000790732,1000790732,10010107,$$88.00,/ each,https://images.homedepot.ca/productimages/p_1000790732.jpg?product-images=m,2026-01-07 11:16:52.816522
Home Depot Canada,Pressure Treated,1 x 8 x 8' Pressure Treated Wood (Above Ground Use Only),https://www.homedepot.ca/product/micropro-sienna-1-x-8-x-8-pressure-treated-wood-above-ground-use-only-/1001385676,1001385676,10010023,$$10.37,/ each,https://images.homedepot.ca/productimages/p_1001385676.jpg?product-images=m,2026-01-07 11:16:52.942789
Home Depot Canada,Pressure Treated,2 x 4 x 8' Grooved Pressure Treated Wood (Above Ground Use Only),https://www.homedepot.ca/product/micropro-sienna-2-x-4-x-8-grooved-pressure-treated-wood-above-ground-use-only-/1000793822,1000793822,10010028,$$11.98,/ each,https://images.homedepot.ca/productimages/p_1000793822.jpg?product-images=m,2026-01-07 11:16:53.075474
Home Depot Canada,Pressure Treated,5 x 5 x 10' Pressure Treated Wood Post (Suitable for Ground Contact),https://www.homedepot.ca/product/micropro-sienna-5-x-5-x-10-pressure-treated-wood-post-suitable-for-ground-contact-/1000830343,1000830343,10039738,$$35.77,/ each,https://images.homedepot.ca/productimages/p_1000830343.jpg?product-images=m,2026-01-07 11:16:53.199238
Home Depot Canada,Pressure Treated,2 x 10 x 16' Pressure Treated Wood (Above Ground Use Only),https://www.homedepot.ca/product/micropro-sienna-2-x-10-x-16-pressure-treated-wood-above-ground-use-only-/1000790718,1000790718,10010066,$$50.02,/ each,https://images.homedepot.ca/productimages/p_1000790718.jpg?product-images=m,2026-01-07 11:16:53.331812
Home Depot Canada,Pressure Treated,1 x 6 x 7-feet Pressure Treated Wood Fence Board (Above Ground Use Only),https://www.homedepot.ca/product/micropro-sienna-1-x-6-x-7-feet-pressure-treated-wood-fence-board-above-ground-use-only-/1001926326,1001926326,10037500,$$5.52,/ each,https://images.homedepot.ca/productimages/p_1001926326.jpg?product-images=m,2026-01-07 11:16:53.455982
Home Depot Canada,Pressure Treated,"4"" x 6"" x 8' Pressure Treated Wood - Rough (Suitable for Ground Contact)",https://www.homedepot.ca/product/micropro-sienna-4-x-6-x-8-pressure-treated-wood-rough-suitable-for-ground-contact-/1001088309,1001088309,10010084,$$51.00,/ each,https://images.homedepot.ca/productimages/p_1001088309.jpg?product-images=m,2026-01-07 11:17:03.531461
Home Depot Canada,Pressure Treated,"4"" x 6"" x 10' Pressure Treated Wood - Rough (Suitable for Ground Contact)",https://www.homedepot.ca/product/micropro-sienna-4-x-6-x-10-pressure-treated-wood-rough-suitable-for-ground-contact-/1001088308,1001088308,10010085,$$51.00,/ each,https://images.homedepot.ca/productimages/p_1001088308.jpg?product-images=m,2026-01-07 11:17:03.645461
Home Depot Canada,Pressure Treated,"4"" x 6"" x 12' Pressure Treated Wood - Rough (Suitable for Ground Contact)",https://www.homedepot.ca/product/micropro-sienna-4-x-6-x-12-pressure-treated-wood-rough-suitable-for-ground-contact-/1001088307,1001088307,10010086,$$41.63,/ each,https://images.homedepot.ca/productimages/p_1001088307.jpg?product-images=m,2026-01-07 11:17:03.752460
Home Depot Canada,Pressure Treated,4 x 4 x 9' Pressure Treated Wood (Suitable for Ground Contact),https://www.homedepot.ca/product/micropro-sienna-4-x-4-x-9-pressure-treated-wood-suitable-for-ground-contact-/1001088311,1001088311,10021511,$$51.00,/ each,https://images.homedepot.ca/productimages/p_1001088311.jpg?product-images=m,2026-01-07 11:17:03.864460
Home Depot Canada,Pressure Treated,2 x 12 x 16' Pressure Treated Wood (Above Ground Use Only),https://www.homedepot.ca/product/micropro-sienna-2-x-12-x-16-pressure-treated-wood-above-ground-use-only-/1001129860,1001129860,10010074,$$67.57,/ each,https://images.homedepot.ca/productimages/p_1001129860.jpg?product-images=m,2026-01-07 11:17:03.978460
Home Depot Canada,Pressure Treated,1 x 6 x 6' Premium Kiln Dried Fence Board,https://www.homedepot.ca/product/micropro-sienna-1-x-6-x-6-premium-kiln-dried-fence-board/1001858650,1001858650,10043238,$$5.70,/ each,https://images.homedepot.ca/productimages/p_1001858650.jpg?product-images=m,2026-01-07 11:17:04.086461
Home Depot Canada,Pressure Treated,5/4 x 6 x 14' Pressure Treated Wood Decking (Above Ground Use Only),https://www.homedepot.ca/product/micropro-sienna-5-4-x-6-x-14-pressure-treated-wood-decking-above-ground-use-only-/1000680732,1000680732,10010099,$$17.15,/ each,https://images.homedepot.ca/productimages/p_1000680732.jpg?product-images=m,2026-01-07 11:17:04.183461
