category,name,sku,price,unit,url,image
Construction Lumber,2x6x10' Spruce D4S (#2 & Better),LSP2610,9.50,/piece,https://peacocklumber.ca/p/2x6x10-spruce-d4s-2-better/LSP2610,https://ik.imagekit.io/toolbx/src-img/131382506884
Construction Lumber,2x4x10' Spruce D4S (#2 & Better),LSP2410,5.95,/piece,https://peacocklumber.ca/p/2x4x10-spruce-d4s-2-better/LSP2410,https://ik.imagekit.io/toolbx/src-img/187837322557
Construction Lumber,2x3x8' Spruce Premium,LSP238,3.45,/piece,https://peacocklumber.ca/p/2x3x8-spruce-premium/LSP238,https://toolbx-product-catalog.s3.us-east-1.amazonaws.com/ecommerce/CatalogOPSProject/TLBX/TLBX-01-109-0202.png
Construction Lumber,2x4x16' Spruce D4S (#2 & Better),LSP2416,9.95,/piece,https://peacocklumber.ca/p/2x4x16-spruce-d4s-2-better/LSP2416,https://ik.imagekit.io/toolbx/src-img/187837322557
Construction Lumber,"2x6x92 5/8"" Spruce (#2 & Better)",LSP26925,7.85,/piece,https://peacocklumber.ca/p/2x6x92-58-spruce-2-better/LSP26925,https://ik.imagekit.io/toolbx/src-img/131382506884
Construction Lumber,2x8x12' Spruce D4S (#2 & Better),LSP2812,20.10,/piece,https://peacocklumber.ca/p/2x8x12-spruce-d4s-2-better/LSP2812,https://ik.imagekit.io/toolbx/src-img/188256261011
Construction Lumber,2x6x12' Spruce D4S (#2 & Better),LSP2612,11.10,/piece,https://peacocklumber.ca/p/2x6x12-spruce-d4s-2-better/LSP2612,https://ik.imagekit.io/toolbx/src-img/131382506884
Construction Lumber,2x4x14' Spruce D4S (#2 & Better),LSP2414,8.95,/piece,https://peacocklumber.ca/p/2x4x14-spruce-d4s-2-better/LSP2414,https://ik.imagekit.io/toolbx/src-img/187837322557
Construction Lumber,2x4x12' Spruce D4S (#2 & Better),LSP2412,7.45,/piece,https://peacocklumber.ca/p/2x4x12-spruce-d4s-2-better/LSP2412,https://toolbx-product-catalog.s3.us-east-1.amazonaws.com/ecommerce/CatalogOPSProject/TLBX/TLBX-01-109-0204.png
Construction Lumber,"2""x4"" JOINER NAIL PLATE",OFHJNP4,1.55,/each,https://peacocklumber.ca/p/2x4-joiner-nail-plate/OFHJNP4,https://ik.imagekit.io/toolbx/p_1684210563737_14993bed-ebf7-47d3-a01c-6c5a5bc86aa0_OFHJNP4.jpg
Construction Lumber,4x4x12' Pressure Treated,LMP4412,26.15,/piece,https://peacocklumber.ca/p/4x4x12-pressure-treated/LMP4412,https://toolbx-product-catalog.s3.us-east-1.amazonaws.com/ecommerce/CatalogOPSProject/TLBX/TLBX-01-104-0404.png
Construction Lumber,1x3x8' Spruce Strapping,LSP138,2.20,/piece,https://peacocklumber.ca/p/1x3x8-spruce-strapping/LSP138,https://toolbx-product-catalog.s3.us-east-1.amazonaws.com/ecommerce/CatalogOPSProject/TLBX/TLBX-01-109-0102.png
Construction Lumber,1x6x7' Pressure Treated,LMP167,5.90,/piece,https://peacocklumber.ca/p/1x6x7-pressure-treated/LMP167,https://ik.imagekit.io/toolbx/ecommerce/Peacock+Lumber/1x6MicroProSienna.png
Construction Lumber,2x8x8' Pressure Treated,LMP288,18.75,/each,https://peacocklumber.ca/p/2x8x8-pressure-treated/LMP288,https://ik.imagekit.io/toolbx/ecommerce/Peacock+Lumber/2x8MicroProSienna.png
Construction Lumber,1x6x10' Spruce,LSP1610,5.50,/each,https://peacocklumber.ca/p/1x6x10-spruce/LSP1610,https://toolbx-product-catalog.s3.us-east-1.amazonaws.com/ecommerce/CatalogOPSProject/TLBX/TLBX-01-109-0102.png
Construction Lumber,"2x2x48"" Square Baluster Pressure Treated",LMPB48,2.80,/piece,https://peacocklumber.ca/p/2x2x48-square-baluster-pressure-treated/LMPB48,https://ik.imagekit.io/toolbx/ecommerce/Peacock+Lumber/2x2x42%22.png
Construction Lumber,5-Step Stringer-Pressure Treated,LMPS5,38.50,/piece,https://peacocklumber.ca/p/5-step-stringer-pressure-treated/LMPS5,https://ik.imagekit.io/toolbx/ecommerce/Peacock+Lumber/LMPS5.png
Construction Lumber,2x6x12' Pressure Treated,LMP2612,19.30,/piece,https://peacocklumber.ca/p/2x6x12-pressure-treated/LMP2612,https://ik.imagekit.io/toolbx/ecommerce/Peacock+Lumber/2x6MicroProSienna.png
Construction Lumber,2x10x16' Pressure Treated,LMP21016,49.55,/piece,https://peacocklumber.ca/p/2x10x16-pressure-treated/LMP21016,https://ik.imagekit.io/toolbx/ecommerce/Peacock+Lumber/2x10MicroProSienna.png
Construction Lumber,4-Step Stringer-Pressure Treated,LMPS4,31.95,/piece,https://peacocklumber.ca/p/4-step-stringer-pressure-treated/LMPS4,https://ik.imagekit.io/toolbx/ecommerce/Peacock+Lumber/LMPS4.png
Construction Lumber,2x10x20' Pressure Treated,LMP21020,81.50,/piece,https://peacocklumber.ca/p/2x10x20-pressure-treated/LMP21020,https://ik.imagekit.io/toolbx/ecommerce/Peacock+Lumber/2x10MicroProSienna.png
Construction Lumber,"JOIST HANGER - 2""x6"" (3ZINC)",OFHJH6,1.20,/each,https://peacocklumber.ca/p/joist-hanger-2x6-3zinc/OFHJH6,https://ik.imagekit.io/toolbx/p_1684210558944_73994b1e-139f-4322-91b7-e664a8178b64_OFHJH6.jpg
Construction Lumber,"1 3/4"" X 7 1/4"" - 12' LVL BEAM",LLVL71412,82.80,/each,https://peacocklumber.ca/p/1-34-x-7-14-12-lvl-beam/LLVL71412,https://ik.imagekit.io/toolbx/p_1676092172615_5cd04f34-cc57-4bf4-ad41-faa97fb4a7c7_LLVL71412.jpg
Construction Lumber,1x4x8' Pressure Treated,LMP148,4.87,/piece,https://peacocklumber.ca/p/1x4x8-pressure-treated/LMP148,https://ik.imagekit.io/toolbx/ecommerce/Peacock+Lumber/1x4_PT.png
Construction Lumber,2x12x10' Spruce D4S (#2 & Better),LSP21210,30.45,/piece,https://peacocklumber.ca/p/2x12x10-spruce-d4s-2-better/LSP21210,https://toolbx-product-catalog.s3.us-east-1.amazonaws.com/ecommerce/CatalogOPSProject/TLBX/TLBX-01-109-0210.png
Construction Lumber,6X6-12' PRESSURE TREATED,LMP6612,68.99,/piece,https://peacocklumber.ca/p/6x6-12-pressure-treated/LMP6612,https://ik.imagekit.io/toolbx/p_1676005846794_371c957d-1fe5-47d3-905c-29e91d99b87b_LMP6612.jpg
Construction Lumber,8x8x8' Pressure Treated-Structural,LMP888,116.70,/each,https://peacocklumber.ca/p/8x8x8-pressure-treated-structural/LMP888,https://toolbx-product-catalog.s3.us-east-1.amazonaws.com/ecommerce/CatalogOPSProject/TLBX/TLBX-01-104-0606.png
