category,sku,name,unit,price,url,image,scraped_time
Plywood Sheet Goods,484812PB,"Handy Panel, Particle Board, 48"" x 48"" x 1/2""",Each,$21.17,https://www.coppsbuildall.com/shop/484812PB/handy-panel-particle-board-48-x-48-x-1-2/,https://www.coppsbuildall.com/img/products/5987-sm.jpg,
Plywood Sheet Goods,484858PB,"Handy Panel, Particle Board, 48"" x 48"" x 5/8""",Each,$25.50,https://www.coppsbuildall.com/shop/484858PB/handy-panel-particle-board-48-x-48-x-5-8/,https://www.coppsbuildall.com/img/products/6008-sm.jpg,
Plywood Sheet Goods,244814P,"Handy Panel, Pegboard, 24"" x 48"" x 1/4""",Each,$13.85,https://www.coppsbuildall.com/shop/244814P/handy-panel-pegboard-24-x-48-x-1-4/,https://www.coppsbuildall.com/img/products/3238-sm.jpg,
Plywood Sheet Goods,484814P,"Handy Panel, Pegboard, 48"" x 48"" x 1/4""",Each,$26.25,https://www.coppsbuildall.com/shop/484814P/handy-panel-pegboard-48-x-48-x-1-4/,https://www.coppsbuildall.com/img/products/5993-sm.jpg,
Plywood Sheet Goods,484818P,"Handy Panel, Pegboard, 48"" x 48"" x 1/8""",Each,$16.20,https://www.coppsbuildall.com/shop/484818P/handy-panel-pegboard-48-x-48-x-1-8/,https://www.coppsbuildall.com/img/products/5997-sm.jpg,
Plywood Sheet Goods,244814HS,"Handy Panel, Standard Hardboard, 24"" x 48"" x 1/4""",Each,$11.50,https://www.coppsbuildall.com/shop/244814HS/handy-panel-standard-hardboard-24-x-48-x-1-4/,https://www.coppsbuildall.com/img/products/3235-sm.jpg,
Plywood Sheet Goods,244818HS,"Handy Panel, Standard Hardboard, 24"" x 48"" x 1/8""",Each,$7.10,https://www.coppsbuildall.com/shop/244818HS/handy-panel-standard-hardboard-24-x-48-x-1-8/,https://www.coppsbuildall.com/img/products/3239-sm.jpg,
Plywood Sheet Goods,484814HS,"Handy Panel, Standard Hardboard, 48"" x 48"" x 1/4""",Each,$21.95,https://www.coppsbuildall.com/shop/484814HS/handy-panel-standard-hardboard-48-x-48-x-1-4/,https://www.coppsbuildall.com/img/products/5990-sm.jpg,
Plywood Sheet Goods,484818HS,"Handy Panel, Standard Hardboard, 48"" x 48"" x 1/8""",Each,$11.65,https://www.coppsbuildall.com/shop/484818HS/handy-panel-standard-hardboard-48-x-48-x-1-8/,https://www.coppsbuildall.com/img/products/5995-sm.jpg,
Plywood Sheet Goods,244818HW,"Handy Panel, WHITE Hardboard, 24"" x 48"" x 1/8""",Each,$10.50,https://www.coppsbuildall.com/shop/244818HW/handy-panel-white-hardboard-24-x-48-x-1-8/,https://www.coppsbuildall.com/img/products/3240-sm.jpg,
Plywood Sheet Goods,484818HW,"Handy Panel, WHITE Hardboard, 48"" x 48"" x 1/8""",Each,$16.65,https://www.coppsbuildall.com/shop/484818HW/handy-panel-white-hardboard-48-x-48-x-1-8/,https://www.coppsbuildall.com/img/products/5996-sm.jpg,
Plywood Sheet Goods,2448716W,"Handy Panel, OSB Waferboard, 24"" x 48"" x 7/16""",Each,$11.75,https://www.coppsbuildall.com/shop/2448716W/handy-panel-osb-waferboard-24-x-48-x-7-16/,https://www.coppsbuildall.com/img/products/127455-sm.jpg,
Plywood Sheet Goods,484814W,"Handy Panel, OSB Waferboard, 48"" x 48"" x 1/4""",Each,$18.95,https://www.coppsbuildall.com/shop/484814W/handy-panel-osb-waferboard-48-x-48-x-1-4/,https://www.coppsbuildall.com/img/products/5994-sm.jpg,
Plywood Sheet Goods,4848716W,"Handy Panel, OSB Waferboard, 48"" x 48"" x 7/16""",Each,$19.95,https://www.coppsbuildall.com/shop/4848716W/handy-panel-osb-waferboard-48-x-48-x-7-16/,https://www.coppsbuildall.com/img/products/6010-sm.jpg,
Plywood Sheet Goods,POLOAK,"Panelling, Polar Oak, MDF, 3mm x 48"" x 96""",Each,$46.95,https://www.coppsbuildall.com/shop/POLOAK/panelling-polar-oak-mdf-3mm-x-48-x-96/,https://www.coppsbuildall.com/img/products/13460-sm.jpg,
Plywood Sheet Goods,PRESTIGE48,"Panelling, Prestige White Beadboard, 2"" o.c, 4.8mm x 48"" x 96""",Each,$42.95,https://www.coppsbuildall.com/shop/PRESTIGE48/panelling-prestige-white-beadboard-2-oc-48mm-x-48-x-96/,https://www.coppsbuildall.com/img/products/13503-sm.jpg,
Plywood Sheet Goods,NICKELGAP48,"Panelling, White Nickel Gap, 4-3/8"" o.c, 5.5mm x 48"" x 96""",Each,$48.95,https://www.coppsbuildall.com/shop/NICKELGAP48/panelling-white-nickel-gap-4-3-8-oc-55mm-x-48-x-96/,https://www.coppsbuildall.com/img/products/136052-sm.jpg,
Plywood Sheet Goods,CROP18,"Trusscore, Basket, 18"", Black",Each,$72.95,https://www.coppsbuildall.com/shop/CROP18/trusscore-basket-18-black/,https://www.coppsbuildall.com/img/products/175114-sm.jpg,
Plywood Sheet Goods,CROD4,"Trusscore, Double Hook, 4"", Black",Each,$17.95,https://www.coppsbuildall.com/shop/CROD4/trusscore-double-hook-4-black/,https://www.coppsbuildall.com/img/products/175109-sm.jpg,
Plywood Sheet Goods,CROD6,"Trusscore, Double Hook, 6"", Black",Each,$18.95,https://www.coppsbuildall.com/shop/CROD6/trusscore-double-hook-6-black/,https://www.coppsbuildall.com/img/products/175110-sm.jpg,
Plywood Sheet Goods,CROV,"Trusscore, Hook for Bike, Black",Each,$18.95,https://www.coppsbuildall.com/shop/CROV/trusscore-hook-for-bike-black/,https://www.coppsbuildall.com/img/products/175111-sm.jpg,
Plywood Sheet Goods,CROH,"Trusscore, Hook for Hose, Black",Each,$20.95,https://www.coppsbuildall.com/shop/CROH/trusscore-hook-for-hose-black/,https://www.coppsbuildall.com/img/products/175113-sm.jpg,
Plywood Sheet Goods,FAS10815SS,"Trusscore, Pan Head Screw, Stainless Steel, #10 x 1-1/2"", 250pc",Each,$139.00,https://www.coppsbuildall.com/shop/FAS10815SS/trusscore-pan-head-screw-stainless-steel-10-x-1-1-2-250pc/,https://www.coppsbuildall.com/img/products/140485-sm.jpg,
Plywood Sheet Goods,GTL1841608,"Trusscore, PVC Panel, SLATWALL, 5/8"" x 7-1/4"" x 8 ft', GREY",Each,$31.99,https://www.coppsbuildall.com/shop/GTL1841608/trusscore-pvc-panel-slatwall-5-8-x-7-1-4-x-8-ft-grey/,https://www.coppsbuildall.com/img/products/169285-sm.jpg,
Plywood Sheet Goods,WTL1841608,"Trusscore, PVC Panel, SLATWALL, 5/8"" x 7-1/4"" x 8', WHITE",Each,$27.99,https://www.coppsbuildall.com/shop/WTL1841608/trusscore-pvc-panel-slatwall-5-8-x-7-1-4-x-8-white/,https://www.coppsbuildall.com/img/products/140453-sm.jpg,
Plywood Sheet Goods,GTC1610,"Trusscore, PVC Panel, WALL & CEILING BOARD, 1/2"" x 16"" x 10 ft, GREY",Each,$43.99,https://www.coppsbuildall.com/shop/GTC1610/trusscore-pvc-panel-wall-ceiling-board-1-2-x-16-x-10-ft-grey/,https://www.coppsbuildall.com/img/products/169279-sm.jpg,
Plywood Sheet Goods,WTC1610,"Trusscore, PVC Panel, WALL & CEILING BOARD, 1/2"" x 16"" x 10', WHITE",Each,$37.99,https://www.coppsbuildall.com/shop/WTC1610/trusscore-pvc-panel-wall-ceiling-board-1-2-x-16-x-10-white/,https://www.coppsbuildall.com/img/products/140439-sm.jpg,
Plywood Sheet Goods,GTC1612,"Trusscore, PVC Panel, WALL & CEILING BOARD, 1/2"" x 16"" x 12 ft, GREY",Each,$52.99,https://www.coppsbuildall.com/shop/GTC1612/trusscore-pvc-panel-wall-ceiling-board-1-2-x-16-x-12-ft-grey/,https://www.coppsbuildall.com/img/products/169280-sm.jpg,
Plywood Sheet Goods,WTC1612,"Trusscore, PVC Panel, WALL & CEILING BOARD, 1/2"" x 16"" x 12', WHITE",Each,$44.99,https://www.coppsbuildall.com/shop/WTC1612/trusscore-pvc-panel-wall-ceiling-board-1-2-x-16-x-12-white/,https://www.coppsbuildall.com/img/products/140440-sm.jpg,
Plywood Sheet Goods,WTC1616,"Trusscore, PVC Panel, WALL & CEILING BOARD, 1/2"" x 16"" x 16', WHITE",Each,$59.99,https://www.coppsbuildall.com/shop/WTC1616/trusscore-pvc-panel-wall-ceiling-board-1-2-x-16-x-16-white/,https://www.coppsbuildall.com/img/products/140443-sm.jpg,
Plywood Sheet Goods,GTC1608,"Trusscore, PVC Panel, WALL & CEILING BOARD, 1/2"" x 16"" x 8 ft', GREY",Each,$34.99,https://www.coppsbuildall.com/shop/GTC1608/trusscore-pvc-panel-wall-ceiling-board-1-2-x-16-x-8-ft-grey/,https://www.coppsbuildall.com/img/products/169278-sm.jpg,
Plywood Sheet Goods,WTC1608,"Trusscore, PVC Panel, WALL & CEILING BOARD, 1/2"" x 16"" x 8', WHITE",Each,$29.99,https://www.coppsbuildall.com/shop/WTC1608/trusscore-pvc-panel-wall-ceiling-board-1-2-x-16-x-8-white/,https://www.coppsbuildall.com/img/products/140437-sm.jpg,
Plywood Sheet Goods,GRCT34J10,"Trusscore, PVC Trim, SLATWALL, J-Trim, 3/4"" x 10 ft, GREY",Each,$13.99,https://www.coppsbuildall.com/shop/GRCT34J10/trusscore-pvc-trim-slatwall-j-trim-3-4-x-10-ft-grey/,https://www.coppsbuildall.com/img/products/169286-sm.jpg,
Plywood Sheet Goods,WRTC34J10,"Trusscore, PVC Trim, SLATWALL, J-Trim, 3/4"" x 10', WHITE",Each,$11.99,https://www.coppsbuildall.com/shop/WRTC34J10/trusscore-pvc-trim-slatwall-j-trim-3-4-x-10-white/,https://www.coppsbuildall.com/img/products/140465-sm.jpg,
Plywood Sheet Goods,WTCT124510,"Trusscore, PVC Trim, WALL & CEILING, 45 Deg H-Channel, 10', WHITE, (Special Order)",Each,$17.79,https://www.coppsbuildall.com/shop/WTCT124510/trusscore-pvc-trim-wall-ceiling-45-deg-h-channel-10-white-special-order/,https://www.coppsbuildall.com/img/products/140466-sm.jpg,
Plywood Sheet Goods,WTCT12BT10,"Trusscore, PVC Trim, WALL & CEILING, Base Trim, 10', WHITE",Each,$8.99,https://www.coppsbuildall.com/shop/WTCT12BT10/trusscore-pvc-trim-wall-ceiling-base-trim-10-white/,https://www.coppsbuildall.com/img/products/140476-sm.jpg,
Plywood Sheet Goods,GTLT58HC10K,"Trusscore, PVC Trim, WALL & CEILING, H+U-Trim Snap-Kit 2 pc, 10 ft, GREY",Each,$32.99,https://www.coppsbuildall.com/shop/GTLT58HC10K/trusscore-pvc-trim-wall-ceiling-hu-trim-snap-kit-2-pc-10-ft-grey/,https://www.coppsbuildall.com/img/products/171831-sm.jpg,
Plywood Sheet Goods,WTLT58WTC10K,"Trusscore, PVC Trim, WALL & CEILING, H+U-Trim Snap-Kit 2pc, 10', WHITE",Each,$26.99,https://www.coppsbuildall.com/shop/WTLT58WTC10K/trusscore-pvc-trim-wall-ceiling-hu-trim-snap-kit-2pc-10-white/,https://www.coppsbuildall.com/img/products/140467-sm.jpg,
Plywood Sheet Goods,GTCT12IC10,"Trusscore, PVC Trim, WALL & CEILING, Inside Corner-Cove, 10 ft, GREY",Each,$15.49,https://www.coppsbuildall.com/shop/GTCT12IC10/trusscore-pvc-trim-wall-ceiling-inside-corner-cove-10-ft-grey/,https://www.coppsbuildall.com/img/products/169283-sm.jpg,
Plywood Sheet Goods,WTCT12IC10,"Trusscore, PVC Trim, WALL & CEILING, Inside Corner-Cove, 10', WHITE",Each,$13.10,https://www.coppsbuildall.com/shop/WTCT12IC10/trusscore-pvc-trim-wall-ceiling-inside-corner-cove-10-white/,https://www.coppsbuildall.com/img/products/140483-sm.jpg,
Plywood Sheet Goods,GTCT12J10,"Trusscore, PVC Trim, WALL & CEILING, J-Trim, 1/2"" x 10 ft, GREY",Each,$12.99,https://www.coppsbuildall.com/shop/GTCT12J10/trusscore-pvc-trim-wall-ceiling-j-trim-1-2-x-10-ft-grey/,https://www.coppsbuildall.com/img/products/169281-sm.jpg,
Plywood Sheet Goods,WTCT12J10,"Trusscore, PVC Trim, WALL & CEILING, J-Trim, 1/2"" x 10', WHITE",Each,$10.99,https://www.coppsbuildall.com/shop/WTCT12J10/trusscore-pvc-trim-wall-ceiling-j-trim-1-2-x-10-white/,https://www.coppsbuildall.com/img/products/140481-sm.jpg,
Plywood Sheet Goods,WTCT12IO10,"Trusscore, PVC Trim, WALL & CEILING, Outside Corner-Rounded, 10', WHITE",Each,$22.99,https://www.coppsbuildall.com/shop/WTCT12IO10/trusscore-pvc-trim-wall-ceiling-outside-corner-rounded-10-white/,https://www.coppsbuildall.com/img/products/140478-sm.jpg,
Plywood Sheet Goods,WTCT12OC10,"Trusscore, PVC Trim, WALL & CEILING, Outside Corner-Small, 1-1/4"" x 10', WHITE",Each,$17.99,https://www.coppsbuildall.com/shop/WTCT12OC10/trusscore-pvc-trim-wall-ceiling-outside-corner-small-1-1-4-x-10-white/,https://www.coppsbuildall.com/img/products/140479-sm.jpg,
Plywood Sheet Goods,CROT24,"Trusscore, Shelf, 24"", Black",Each,$78.95,https://www.coppsbuildall.com/shop/CROT24/trusscore-shelf-24-black/,https://www.coppsbuildall.com/img/products/175115-sm.jpg,
Plywood Sheet Goods,CROS4,"Trusscore, Simple Hook, 4"", Black",Each,$7.50,https://www.coppsbuildall.com/shop/CROS4/trusscore-simple-hook-4-black/,https://www.coppsbuildall.com/img/products/175107-sm.jpg,
Plywood Sheet Goods,CROS6,"Trusscore, Simple Hook, 6"", Black",Each,$7.95,https://www.coppsbuildall.com/shop/CROS6/trusscore-simple-hook-6-black/,https://www.coppsbuildall.com/img/products/175108-sm.jpg,
Plywood Sheet Goods,WK003,"Panelling, PINE, EDGE & CENTER BEAD, A-Grade, 3-9/16"" x 8 ft lengths, 13.5 sq ft (6 pieces) per package",Each,$36.99,https://www.coppsbuildall.com/shop/WK003/panelling-pine-edge-center-bead-a-grade-3-9-16-x-8-ft-lengths-135-sq-ft-6-pieces-per-package/,https://www.coppsbuildall.com/img/products/87277-sm.jpg,
Plywood Sheet Goods,WK001,"Panelling, PINE, V-JOINT, A-Grade, 3-9/16"" x 8 ft lengths, 13.5 sq ft (6 pieces) per package",Each,$37.09,https://www.coppsbuildall.com/shop/WK001/panelling-pine-v-joint-a-grade-3-9-16-x-8-ft-lengths-135-sq-ft-6-pieces-per-package/,https://www.coppsbuildall.com/img/products/87273-sm.jpg,
Spruce Lumber,128,"Spruce, 1"" x 2"" x 8 ft",Each,$1.99,https://www.coppsbuildall.com/shop/128/spruce-1-x-2-x-8-ft/,https://www.coppsbuildall.com/img/products/1420.jpg,
Spruce Lumber,1312,"Spruce, 1"" x 3"" x 12 ft",Each,$4.65,https://www.coppsbuildall.com/shop/1312/spruce-1-x-3-x-12-ft/,https://www.coppsbuildall.com/img/products/1638-sm.jpg,
Spruce Lumber,138,"Spruce, 1"" x 3"" x 8 ft",Each,$3.05,https://www.coppsbuildall.com/shop/138/spruce-1-x-3-x-8-ft/,https://www.coppsbuildall.com/img/products/1702-sm.jpg,
Spruce Lumber,1412,"Spruce, 1"" x 4"" x 12 ft",Each,$5.75,https://www.coppsbuildall.com/shop/1412/spruce-1-x-4-x-12-ft/,https://www.coppsbuildall.com/img/products/1764-sm.jpg,
Spruce Lumber,1416,"Spruce, 1"" x 4"" x 16 ft",Each,$7.65,https://www.coppsbuildall.com/shop/1416/spruce-1-x-4-x-16-ft/,https://www.coppsbuildall.com/img/products/1767-sm.jpg,
Spruce Lumber,148,"Spruce, 1"" x 4"" x 8 ft",Each,$3.85,https://www.coppsbuildall.com/shop/148/spruce-1-x-4-x-8-ft/,https://www.coppsbuildall.com/img/products/1882-sm.jpg,
Spruce Lumber,168,"Spruce, 1"" x 6"" x 8 ft",Each,$6.15,https://www.coppsbuildall.com/shop/168/spruce-1-x-6-x-8-ft/,https://www.coppsbuildall.com/img/products/2111.jpg,
Spruce Lumber,2212,"Spruce, 2"" x 2"" x 12 ft",Each,$7.95,https://www.coppsbuildall.com/shop/2212/spruce-2-x-2-x-12-ft/,https://www.coppsbuildall.com/img/products/2901-sm.jpg,
Spruce Lumber,228,"Spruce, 2"" x 2"" x 8 ft",Each,$3.89,https://www.coppsbuildall.com/shop/228/spruce-2-x-2-x-8-ft/,https://www.coppsbuildall.com/img/products/2952-sm.jpg,
Spruce Lumber,238,"Spruce, 2"" x 3"" x 8 ft",Each,$3.69,https://www.coppsbuildall.com/shop/238/spruce-2-x-3-x-8-ft/,https://www.coppsbuildall.com/img/products/3079.jpg,
Spruce Lumber,248,"Spruce, Dry, 2"" x 4"" x 8 ft",Each,$4.40,https://www.coppsbuildall.com/shop/248/spruce-dry-2-x-4-x-8-ft/,https://www.coppsbuildall.com/img/products/3293-sm.jpg,
Spruce Lumber,2410,"Spruce, Dry, 2"" x 4"" x 10 ft",Each,$5.98,https://www.coppsbuildall.com/shop/2410/spruce-dry-2-x-4-x-10-ft/,https://www.coppsbuildall.com/img/products/3166-sm.jpg,
Spruce Lumber,2412,"Spruce, Dry, 2"" x 4"" x 12 ft",Each,$7.28,https://www.coppsbuildall.com/shop/2412/spruce-dry-2-x-4-x-12-ft/,https://www.coppsbuildall.com/img/products/3172-sm.jpg,
Spruce Lumber,2414,"Spruce, Dry, 2"" x 4"" x 14 ft",Each,$8.55,https://www.coppsbuildall.com/shop/2414/spruce-dry-2-x-4-x-14-ft/,https://www.coppsbuildall.com/img/products/3177-sm.jpg,
Spruce Lumber,2416,"Spruce, Dry, 2"" x 4"" x 16 ft",Each,$9.92,https://www.coppsbuildall.com/shop/2416/spruce-dry-2-x-4-x-16-ft/,https://www.coppsbuildall.com/img/products/3180-sm.jpg,
Spruce Lumber,24925,"Spruce, Precut, 2"" x 4"" x 92-5/8""",Each,$3.93,https://www.coppsbuildall.com/shop/24925/spruce-precut-2-x-4-x-92-5-8/,https://www.coppsbuildall.com/img/products/3325-sm.jpg,
Spruce Lumber,24104.5,"Spruce, Precut, 2"" x 4"" x 104-5/8""",Each,$4.76,https://www.coppsbuildall.com/shop/24104.5/spruce-precut-2-x-4-x-104-5-8/,https://www.coppsbuildall.com/img/products/3167-sm.jpg,
Spruce Lumber,24116.5,"Spruce, Precut, 2"" x 4"" x 116-5/8""",Each,$5.95,https://www.coppsbuildall.com/shop/24116.5/spruce-precut-2-x-4-x-116-5-8/,https://www.coppsbuildall.com/img/products/3171-sm.jpg,
Spruce Lumber,2618,"Spruce, Dry, 2"" x 6"" x 18 ft",Each,$23.49,https://www.coppsbuildall.com/shop/2618/spruce-dry-2-x-6-x-18-ft/,https://www.coppsbuildall.com/img/products/3611-sm.jpg,
Spruce Lumber,268,"Spruce, Dry, 2"" x 6"" x 8 ft",Each,$6.48,https://www.coppsbuildall.com/shop/268/spruce-dry-2-x-6-x-8-ft/,https://www.coppsbuildall.com/img/products/3629-sm.jpg,
Spruce Lumber,2610,"Spruce, Dry, 2"" x 6"" x 10 ft",Each,$10.98,https://www.coppsbuildall.com/shop/2610/spruce-dry-2-x-6-x-10-ft/,https://www.coppsbuildall.com/img/products/3591-sm.jpg,
Spruce Lumber,2612,"Spruce, Dry, 2"" x 6"" x 12 ft",Each,$13.28,https://www.coppsbuildall.com/shop/2612/spruce-dry-2-x-6-x-12-ft/,https://www.coppsbuildall.com/img/products/3597-sm.jpg,
Spruce Lumber,2614,"Spruce, Dry, 2"" x 6"" x 14 ft",Each,$16.25,https://www.coppsbuildall.com/shop/2614/spruce-dry-2-x-6-x-14-ft/,https://www.coppsbuildall.com/img/products/3601-sm.jpg,
Spruce Lumber,2616,"Spruce, Dry, 2"" x 6"" x 16 ft",Each,$17.67,https://www.coppsbuildall.com/shop/2616/spruce-dry-2-x-6-x-16-ft/,https://www.coppsbuildall.com/img/products/3605-sm.jpg,
Spruce Lumber,2620,"Spruce, Dry, 2"" x 6"" x 20 ft",Each,$25.95,https://www.coppsbuildall.com/shop/2620/spruce-dry-2-x-6-x-20-ft/,https://www.coppsbuildall.com/img/products/3615-sm.jpg,
Spruce Lumber,2622,"Spruce, Dry, 2"" x 6"" x 22 ft",Each,$46.95,https://www.coppsbuildall.com/shop/2622/spruce-dry-2-x-6-x-22-ft/,https://www.coppsbuildall.com/img/products/3617-sm.jpg,
Spruce Lumber,2624,"Spruce, Dry, 2"" x 6"" x 24 ft",Each,$54.95,https://www.coppsbuildall.com/shop/2624/spruce-dry-2-x-6-x-24-ft/,https://www.coppsbuildall.com/img/products/3618-sm.jpg,
Spruce Lumber,26925,"Spruce, Precut, 2"" x 6"" x 92-5/8""",Each,$6.43,https://www.coppsbuildall.com/shop/26925/spruce-precut-2-x-6-x-92-5-8/,https://www.coppsbuildall.com/img/products/3644-sm.jpg,
Spruce Lumber,26104.5,"Spruce, Precut, 2"" x 6"" x 104-5/8""",Each,$8.48,https://www.coppsbuildall.com/shop/26104.5/spruce-precut-2-x-6-x-104-5-8/,https://www.coppsbuildall.com/img/products/3592-sm.jpg,
Spruce Lumber,26116.5,"Spruce, Precut, 2"" x 6"" x 116-5/8""",Each,$9.49,https://www.coppsbuildall.com/shop/26116.5/spruce-precut-2-x-6-x-116-5-8/,https://www.coppsbuildall.com/img/products/3596-sm.jpg,
Spruce Lumber,2818,"Spruce, Dry, 2"" x 8"" x 18 ft",Each,$31.95,https://www.coppsbuildall.com/shop/2818/spruce-dry-2-x-8-x-18-ft/,https://www.coppsbuildall.com/img/products/3830-sm.jpg,
Spruce Lumber,288,"Spruce, Dry, 2"" x 8"" x 8 ft",Each,$15.11,https://www.coppsbuildall.com/shop/288/spruce-dry-2-x-8-x-8-ft/,https://www.coppsbuildall.com/img/products/3886-sm.jpg,
Spruce Lumber,2810,"Spruce, Dry, 2"" x 8"" x 10 ft",Each,$18.94,https://www.coppsbuildall.com/shop/2810/spruce-dry-2-x-8-x-10-ft/,https://www.coppsbuildall.com/img/products/3800-sm.jpg,
Spruce Lumber,2812,"Spruce, Dry, 2"" x 8"" x 12 ft",Each,$22.73,https://www.coppsbuildall.com/shop/2812/spruce-dry-2-x-8-x-12-ft/,https://www.coppsbuildall.com/img/products/3812-sm.jpg,
Spruce Lumber,2814,"Spruce, Dry, 2"" x 8"" x 14 ft",Each,$25.74,https://www.coppsbuildall.com/shop/2814/spruce-dry-2-x-8-x-14-ft/,https://www.coppsbuildall.com/img/products/3818-sm.jpg,
Spruce Lumber,2816,"Spruce, Dry, 2"" x 8"" x 16 ft",Each,$30.31,https://www.coppsbuildall.com/shop/2816/spruce-dry-2-x-8-x-16-ft/,https://www.coppsbuildall.com/img/products/3824-sm.jpg,
Spruce Lumber,2820,"Spruce, Dry, 2"" x 8"" x 20 ft",Each,$34.95,https://www.coppsbuildall.com/shop/2820/spruce-dry-2-x-8-x-20-ft/,https://www.coppsbuildall.com/img/products/3837-sm.jpg,
Spruce Lumber,2822,"Spruce, Dry, 2"" x 8"" x 22 ft",Each,$58.30,https://www.coppsbuildall.com/shop/2822/spruce-dry-2-x-8-x-22-ft/,https://www.coppsbuildall.com/img/products/3840-sm.jpg,
Spruce Lumber,2824,"Spruce, Dry, 2"" x 8"" x 24 ft",Each,$63.60,https://www.coppsbuildall.com/shop/2824/spruce-dry-2-x-8-x-24-ft/,https://www.coppsbuildall.com/img/products/3841-sm.jpg,
Spruce Lumber,2108,"Spruce, KD, 2"" x 10"" x 8 ft",Each,$18.64,https://www.coppsbuildall.com/shop/2108/spruce-kd-2-x-10-x-8-ft/,https://www.coppsbuildall.com/img/products/2723-sm.jpg,
Spruce Lumber,21010,"Spruce, KD, 2"" x 10"" x 10 ft",Each,$24.21,https://www.coppsbuildall.com/shop/21010/spruce-kd-2-x-10-x-10-ft/,https://www.coppsbuildall.com/img/products/2698-sm.jpg,
Spruce Lumber,21012,"Spruce, KD, 2"" x 10"" x 12 ft",Each,$27.96,https://www.coppsbuildall.com/shop/21012/spruce-kd-2-x-10-x-12-ft/,https://www.coppsbuildall.com/img/products/2702-sm.jpg,
Spruce Lumber,21014,"Spruce, KD, 2"" x 10"" x 14 ft",Each,$32.66,https://www.coppsbuildall.com/shop/21014/spruce-kd-2-x-10-x-14-ft/,https://www.coppsbuildall.com/img/products/2706-sm.jpg,
Spruce Lumber,21016,"Spruce, KD, 2"" x 10"" x 16 ft",Each,$37.34,https://www.coppsbuildall.com/shop/21016/spruce-kd-2-x-10-x-16-ft/,https://www.coppsbuildall.com/img/products/2710-sm.jpg,
Spruce Lumber,21018,"Spruce, KD, 2"" x 10"" x 18 ft",Each,$36.95,https://www.coppsbuildall.com/shop/21018/spruce-kd-2-x-10-x-18-ft/,https://www.coppsbuildall.com/img/products/2715-sm.jpg,
Spruce Lumber,21020,"Spruce, KD, 2"" x 10"" x 20 ft",Each,$41.95,https://www.coppsbuildall.com/shop/21020/spruce-kd-2-x-10-x-20-ft/,https://www.coppsbuildall.com/img/products/2717-sm.jpg,
Spruce Lumber,21022,"Spruce, KD, 2"" x 10"" x 22 ft",Each,$67.95,https://www.coppsbuildall.com/shop/21022/spruce-kd-2-x-10-x-22-ft/,https://www.coppsbuildall.com/img/products/2718-sm.jpg,
Spruce Lumber,21024,"Spruce, KD, 2"" x 10"" x 24 ft",Each,$74.95,https://www.coppsbuildall.com/shop/21024/spruce-kd-2-x-10-x-24-ft/,https://www.coppsbuildall.com/img/products/2719-sm.jpg,
Spruce Lumber,21218,"Spruce, KD, 2"" x 12"" x 18 ft",Each,$74.95,https://www.coppsbuildall.com/shop/21218/spruce-kd-2-x-12-x-18-ft/,https://www.coppsbuildall.com/img/products/2771-sm.jpg,
Spruce Lumber,2128,"Spruce, KD, 2"" x 12"" x 8 ft",Each,$31.20,https://www.coppsbuildall.com/shop/2128/spruce-kd-2-x-12-x-8-ft/,https://www.coppsbuildall.com/img/products/2778-sm.jpg,
Spruce Lumber,21210,"Spruce, KD, 2"" x 12"" x 10 ft",Each,$39.00,https://www.coppsbuildall.com/shop/21210/spruce-kd-2-x-12-x-10-ft/,https://www.coppsbuildall.com/img/products/2749-sm.jpg,
Spruce Lumber,21212,"Spruce, KD, 2"" x 12"" x 12 ft",Each,$46.84,https://www.coppsbuildall.com/shop/21212/spruce-kd-2-x-12-x-12-ft/,https://www.coppsbuildall.com/img/products/2757-sm.jpg,
Spruce Lumber,21214,"Spruce, KD, 2"" x 12"" x 14 ft",Each,$54.60,https://www.coppsbuildall.com/shop/21214/spruce-kd-2-x-12-x-14-ft/,https://www.coppsbuildall.com/img/products/2762-sm.jpg,
Spruce Lumber,21216,"Spruce, KD, 2"" x 12"" x 16 ft",Each,$65.46,https://www.coppsbuildall.com/shop/21216/spruce-kd-2-x-12-x-16-ft/,https://www.coppsbuildall.com/img/products/2766-sm.jpg,
Spruce Lumber,21220,"Spruce, KD, 2"" x 12"" x 20 ft",Each,$82.95,https://www.coppsbuildall.com/shop/21220/spruce-kd-2-x-12-x-20-ft/,https://www.coppsbuildall.com/img/products/2772-sm.jpg,
Spruce Lumber,21224,"Spruce, KD, 2"" x 12"" x 24 ft",Each,$122.95,https://www.coppsbuildall.com/shop/21224/spruce-kd-2-x-12-x-24-ft/,https://www.coppsbuildall.com/img/products/2773-sm.jpg,
Spruce Lumber,1012B,"Bridging, 2x2 Spruce, for 2x10 joists @ 12"" o/c (25 pieces/bundle)",Each,$19.99,https://www.coppsbuildall.com/shop/1012B/bridging-2x2-spruce-for-2x10-joists-12-o-c-25-pieces-bundle/,https://www.coppsbuildall.com/img/products/645-sm.jpg,
Spruce Lumber,1016B,"Bridging, 2x2 Spruce, for 2x10 joists @ 16"" o/c (25 pieces/bundle)",Each,$19.99,https://www.coppsbuildall.com/shop/1016B/bridging-2x2-spruce-for-2x10-joists-16-o-c-25-pieces-bundle/,https://www.coppsbuildall.com/img/products/652-sm.jpg,
