complete,url,id,school,sector,type,state,students,year_range,location,website,profile_year,icsea_value,icsea_percentile,icsea_quartile_1,icsea_quartile_2,icsea_quartile_3,icsea_quartile_4,results_year,year_3_reading,year_3_reading_color,year_3_writing,year_3_writing_color,year_3_spelling,year_3_spelling_color,year_3_grammar,year_3_grammar_color,year_3_numeracy,year_3_numeracy_color,year_5_reading,year_5_reading_color,year_5_writing,year_5_writing_color,year_5_spelling,year_5_spelling_color,year_5_grammar,year_5_grammar_color,year_5_numeracy,year_5_numeracy_color,year_7_reading,year_7_reading_color,year_7_writing,year_7_writing_color,year_7_spelling,year_7_spelling_color,year_7_grammar,year_7_grammar_color,year_7_numeracy,year_7_numeracy_color,year_9_reading,year_9_reading_color,year_9_writing,year_9_writing_color,year_9_spelling,year_9_spelling_color,year_9_grammar,year_9_grammar_color,year_9_numeracy,year_9_numeracy_color,naplan_participation,attendance_year,attendance_rate,high_attendance_rate
TRUE,https://www.myschool.edu.au/school/48096,48096,A B Paterson College,Non-government,Combined,"Arundel, QLD",1628,,,,,,,,,,,2024,465,#52cead,457,#52cead,450,#52cead,478,#52cead,457,#52cead,548,#52cead,535,#52cead,533,#52cead,543,#52cead,548,#52cead,578,#52cead,603,#52cead,577,#b6f9cc,578,#b6f9cc,594,#52cead,606,#52cead,650,#52cead,596,#b6f9cc,614,#52cead,624,#52cead,99,2024,94%,81%
TRUE,https://www.myschool.edu.au/school/44003,44003,A.G.B.U. Alexander Primary School,Non-government,Primary,"Duffys Forest, NSW",72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,https://www.myschool.edu.au/school/44370,44370,Abbotsford Primary School,Government,Primary,"Abbotsford, VIC",166,,,,,,,,,,,2024,455,#52cead,451,#52cead,439,#b6f9cc,446,#b6f9cc,443,#52cead,545,#52cead,513,#b6f9cc,502,#ffffff,537,#b6f9cc,544,#52cead,,,,,,,,,,,,,,,,,,,,,92,2024,90%,69%
TRUE,https://www.myschool.edu.au/school/40987,40987,Abbotsford Public School,Government,Primary,"Abbotsford, NSW",394,,,null,null,null,null,null,null,null,null,2024,420,#ffffff,427,#ffffff,410,#ffffff,416,#ffffff,417,#ffffff,518,#b6f9cc,513,#b6f9cc,494,#ffffff,521,#b6f9cc,525,#b6f9cc,,,,,,,,,,,,,,,,,,,,,100,2024,92%,73%
,https://www.myschool.edu.au/school/43762,43762,Abbotsleigh,Non-government,Combined,"Wahroonga, NSW",1619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/46801,46801,Abercorn State School,Government,Primary,"Abercorn, QLD",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/41852,41852,Aberdeen Public School,Government,Primary,"Aberdeen, NSW",162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/44727,44727,Aberfeldie Primary School,Government,Primary,"Essendon, VIC",380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/49360,49360,Aberfoyle Hub Primary School,Government,Primary,"Aberfoyle Park, SA",257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/49663,49663,Aberfoyle Park High School,Government,Secondary,"Aberfoyle Park, SA",995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/47089,47089,Abergowrie State School,Government,Primary,"Abergowrie, QLD",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/41853,41853,Abermain Public School,Government,Primary,"Abermain, NSW",256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/48059,48059,Aboriginal &amp; Islander Independent Community School,Non-government,Combined,"Acacia Ridge, QLD",264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/50072,50072,Acacia Hill School,Government,Special,"Sadadeen, NT",91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/46412,46412,Acacia Ridge State School,Government,Primary,"Acacia Ridge, QLD",277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/45704,45704,Academy of Mary Immaculate,Non-government,Secondary,"Fitzroy, VIC",632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/48264,48264,Adam Road Primary School,Government,Primary,"South Bunbury, WA",421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/42715,42715,Adaminaby Public School,Government,Primary,"Adaminaby, NSW",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/41854,41854,Adamstown Public School,Government,Primary,"Adamstown, NSW",402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/46213,46213,Adass Israel School,Non-government,Combined,"Elsternwick, VIC",387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/52576,52576,Adelaide Botanic High School,Government,Secondary,"Adelaide, SA",1197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/49559,49559,Adelaide East Education Centre,Government,Special,"Campbelltown, SA",53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/49453,49453,Adelaide High School,Government,Secondary,"Adelaide, SA",1837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/52254,52254,Adelaide International School,Non-government,Secondary,"Adelaide, SA",-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/49340,49340,Adelaide North Special School,Government,Special,"Munno Para West, SA",182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/50073,50073,Adelaide River School,Government,Combined,"Adelaide River, NT",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/49664,49664,Adelaide Secondary School of English,Government,Secondary,"West Croydon, SA",497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/49643,49643,Adelaide West Special Education Centre,Government,Special,"Taperoo, SA",78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/42530,42530,Adelong Public School,Government,Primary,"Adelong, NSW",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/52378,52378,Advance College of Education Incorporated,Non-government,Special,"Rosebud West, VIC",52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/43780,43780,Aetaomah School,Non-government,Combined,"Terragon, NSW",66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/47391,47391,Agnes Water State School,Government,Primary,"Agnes Water, QLD",226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/44886,44886,Ainslie Parklands Primary School,Government,Primary,"Croydon, VIC",107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/49910,49910,Ainslie School,Government,Primary,"Braddon, ACT",385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/52936,52936,Aintree Primary School,Government,Primary,"Aintree, VIC",1185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/49549,49549,Airdale Primary School,Government,Primary,"Port Pirie, SA",114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/41594,41594,Airds High School,Government,Secondary,"Campbelltown, NSW",521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/52492,52492,Aireys Inlet Primary School,Government,Primary,"Aireys Inlet, VIC",69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/44716,44716,Airly Primary School,Government,Primary,"Airly, VIC",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/46805,46805,Airville State School,Government,Primary,"Airville, QLD",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/46353,46353,Aitken College,Non-government,Combined,"Greenvale, VIC",1442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/50266,50266,Aitken Creek Primary School,Government,Primary,"Craigieburn, VIC",1036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/52696,52696,Aitken Hill Primary School,Government,Primary,"Craigieburn, VIC",841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/46899,46899,Aitkenvale State School,Government,Primary,"Aitkenvale, QLD",373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/41548,41548,Ajuga School,Government,Special,"Glenfield, NSW",52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/43919,43919,Al Amanah College,Non-government,Combined,"Liverpool, NSW",892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/50603,50603,Al Hikma College,Non-government,Primary,"Lakemba, NSW",431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/52380,52380,Al Iman College,Non-government,Combined,"Melton South, VIC",1087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/43958,43958,Al Noori Muslim School,Non-government,Primary,"Greenacre, NSW",2350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/43741,43741,Al Sadiq College,Non-government,Combined,"Greenacre, NSW",796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/46390,46390,Al Siraat College,Non-government,Combined,"Epping, VIC",1419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/43946,43946,Al Zahra College,Non-government,Combined,"Arncliffe, NSW",731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/49138,49138,Al-Ameen College,Non-government,Combined,"Langford, WA",1146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/43952,43952,Al-Faisal College,Non-government,Combined,"Auburn, NSW",2197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/50593,50593,Al-Faisal College - Campbelltown,Non-government,Combined,"Minto, NSW",685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/51520,51520,Al-Faisal College - Liverpool,Non-government,Combined,"Austral, NSW",1448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/49106,49106,Al-Hidayah Islamic School,Non-government,Primary,"Bentley, WA",198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/46309,46309,Al-Taqwa College,Non-government,Combined,"Hoppers Crossing, VIC",2352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/50567,50567,Alamanda K-9 College,Government,Combined,"Point Cook, VIC",3307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/50010,50010,Alawa Primary School,Government,Primary,"Alawa, NT",267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/45065,45065,Albanvale Primary School,Government,Primary,"Albanvale, VIC",305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/47534,47534,Albany Creek State High School,Government,Secondary,"Albany Creek, QLD",1556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/46546,46546,Albany Creek State School,Government,Primary,"Albany Creek, QLD",712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/47310,47310,Albany Hills State School,Government,Primary,"Albany Creek, QLD",852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/48265,48265,Albany Primary School,Government,Primary,"Albany, WA",401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/45217,45217,Albany Rise Primary School,Government,Primary,"Mulgrave, VIC",225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/48851,48851,Albany Secondary Education Support Centre,Government,Special,"Albany, WA",60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/48116,48116,Albany Senior High School,Government,Secondary,"Albany, WA",821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/50267,50267,Albert Park College,Government,Secondary,"Albert Park, VIC",1641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/40769,40769,Albert Park Flexible School,Non-government,Special,"Milton, QLD",94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/44224,44224,Albert Park Primary School,Government,Primary,"Albert Park, VIC",454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/42339,42339,Albert Park Public School,Government,Primary,"East Lismore, NSW",101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/46424,46424,Albert State School,Government,Primary,"Maryborough, QLD",125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/49198,49198,Alberton Primary School,Government,Primary,"Queenstown, SA",243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/44030,44030,Alberton Primary School,Government,Primary,"Alberton, VIC",88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/44875,44875,Albion North Primary School,Government,Primary,"Sunshine North, VIC",212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/42936,42936,Albion Park High School,Government,Secondary,"Albion Park, NSW",932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/42716,42716,Albion Park Public School,Government,Primary,"Albion Park, NSW",523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/42861,42861,Albion Park Rail Public School,Government,Primary,"Albion Park, NSW",346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/44732,44732,Albion Primary School,Government,Primary,"Albion, VIC",208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/40100,40100,Albuera Street Primary School,Government,Primary,"Battery Point, TAS",253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/42689,42689,Albury High School,Government,Secondary,"Albury, NSW",899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/42654,42654,Albury North Public School,Government,Primary,"Albury, NSW",267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/42531,42531,Albury Public School,Government,Primary,"Albury, NSW",631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/42532,42532,Albury West Public School,Government,Primary,"Albury, NSW",154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/50074,50074,Alcoota School,Government,Combined,"Engawala, NT",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/42356,42356,Aldavilla Public School,Government,Primary,"Yarravel, NSW",273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/44987,44987,Aldercourt Primary School,Government,Primary,"Frankston North, VIC",208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/49204,49204,Aldgate Primary School,Government,Primary,"Aldgate, SA",238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/49212,49212,Aldinga Beach Primary School,Government,Primary,"Aldinga, SA",387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/53035,53035,Aldinga Payinthi College,Government,Combined,"Aldinga, SA",815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/47419,47419,Aldridge State High School,Government,Secondary,"Maryborough, QLD",604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/50054,50054,Alekarenge School,Government,Combined,"Ali Curung, NT",82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/40724,40724,Alesco Secondary College,Non-government,Special,"Cooks Hill, NSW",664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/47373,47373,Alexandra Bay State School,Government,Primary,"Diwan, QLD",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/47553,47553,Alexandra Hills State High School,Government,Secondary,"Alexandra Hills, QLD",1558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/46686,46686,Alexandra Hills State School,Government,Primary,"Alexandra Hills, QLD",203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/44166,44166,Alexandra Primary School,Government,Primary,"Alexandra, VIC",159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/45349,45349,Alexandra Secondary College,Government,Secondary,"Alexandra, VIC",324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/41184,41184,Alexandria Park Community School,Government,Combined,"Alexandria, NSW",1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/41115,41115,Alfords Point Public School,Government,Primary,"Alfords Point, NSW",177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/49911,49911,Alfred Deakin High School,Government,Secondary,"Deakin, ACT",869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/44196,44196,Alfredton Primary School,Government,Primary,"Alfredton, VIC",490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/47289,47289,Algester State School,Government,Primary,"Algester, QLD",935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/46354,46354,Alia College,Non-government,Secondary,"Hawthorn East, VIC",98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/52381,52381,Alice Miller School,Non-government,Combined,"Macedon, VIC",388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/50008,50008,Alice Springs School Of The Air,Government,Combined,"Alice Springs, NT",83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/50157,50157,Alice Springs Steiner School,Non-government,Combined,"Ross, NT",152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/48691,48691,Alinjarra Primary School,Government,Primary,"Alexander Heights, WA",328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/50319,50319,Alkimos Baptist College,Non-government,Combined,"Merriwa, WA",332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/52262,52262,Alkimos Beach Primary School,Government,Primary,"Alkimos, WA",536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/52490,52490,Alkimos College,Government,Secondary,"Alkimos, WA",995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/52261,52261,Alkimos Primary School,Government,Primary,"Alkimos, WA",661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/45604,45604,Alkira Secondary College,Government,Secondary,"Cranbourne North, VIC",1906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/43404,43404,All Hallows Catholic Primary School,Non-government,Primary,"Five Dock, NSW",473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/43567,43567,All Hallows Catholic Primary School,Non-government,Primary,"Gulgong, NSW",137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/47882,47882,All Hallows&#39; School,Non-government,Combined,"Brisbane, QLD",1702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/53341,53341,All Saints Anglican School,Non-government,Combined,"Shepparton North, VIC",226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/48002,48002,All Saints Anglican School,Non-government,Combined,"Merrimac, QLD",1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/43422,43422,All Saints Catholic College,Non-government,Combined,"Liverpool, NSW",2163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/49784,49784,All Saints Catholic Primary School,Non-government,Primary,"Seaford, SA",536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.myschool.edu.au/school/40618,40618,All Saints College,Non-government,Secondary,"Maitland, NSW",1179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
