url,id,school,sector,type,state,students,year_range,location,website,profile_year,icsea_value,icsea_percentile,icsea_quartile_1,icsea_quartile_2,icsea_quartile_3,icsea_quartile_4,results_year,year_3_reading,year_3_reading_color,year_3_writing,year_3_writing_color,year_3_spelling,year_3_spelling_color,year_3_grammar,year_3_grammar_color,year_3_numeracy,year_3_numeracy_color,year_5_reading,year_5_reading_color,year_5_writing,year_5_writing_color,year_5_spelling,year_5_spelling_color,year_5_grammar,year_5_grammar_color,year_5_numeracy,year_5_numeracy_color,year_7_reading,year_7_reading_color,year_7_writing,year_7_writing_color,year_7_spelling,year_7_spelling_color,year_7_grammar,year_7_grammar_color,year_7_numeracy,year_7_numeracy_color,year_9_reading,year_9_reading_color,year_9_writing,year_9_writing_color,year_9_spelling,year_9_spelling_color,year_9_grammar,year_9_grammar_color,year_9_numeracy,year_9_numeracy_color,naplan_participation,attendance_year,attendance_rate,high_attendance_rate,attendance_status,status,scrape_time,Column1,_1,_2,_3,_4,_5
https://www.myschool.edu.au/school/48096,48096,A B Paterson College,Non-government,Combined,"Arundel, QLD",1628,Prep-12,Major Cities,https://www.abpat.qld.edu.au/,2024,1121,89,3,15,36,46,2024,465,#52cead,457,#52cead,450,#52cead,478,#52cead,457,#52cead,548,#52cead,535,#52cead,533,#52cead,543,#52cead,548,#52cead,578,#52cead,603,#52cead,577,#b6f9cc,578,#b6f9cc,594,#52cead,606,#52cead,650,#52cead,596,#b6f9cc,614,#52cead,624,#52cead,99,2024,94,81,,OK,21.33,,,,,,
https://www.myschool.edu.au/school/44003,44003,A.G.B.U. Alexander Primary School,Non-government,Primary,"Duffys Forest, NSW",72,K-6,Major Cities,http://www.alexander.nsw.edu.au,2024,958,28,57,26,12,4,2024,426,#ededed,443,#ededed,442,#ededed,408,#ededed,406,#ededed,531,#ededed,560,#ededed,562,#ededed,564,#ededed,565,#ededed,,,,,,,,,,,,,,,,,,,,,100,2024,93,94,,OK,18,,,,,,
https://www.myschool.edu.au/school/44370,44370,Abbotsford Primary School,Government,Primary,"Abbotsford, VIC",166,Prep-6,Major Cities,http://www.abbotsfordps.vic.edu.au,2024,1139,93,8,9,22,60,2024,455,#52cead,451,#52cead,439,#b6f9cc,446,#b6f9cc,443,#52cead,545,#52cead,513,#b6f9cc,502,#ffffff,537,#b6f9cc,544,#52cead,,,,,,,,,,,,,,,,,,,,,92,2024,90,69,,OK,15.43,,,,,,
https://www.myschool.edu.au/school/40987,40987,Abbotsford Public School,Government,Primary,"Abbotsford, NSW",394,K-6,Major Cities,https://abbotsford-p.schools.nsw.gov.au,2024,1111,87,6,18,30,46,2024,420,#ffffff,427,#ffffff,410,#ffffff,416,#ffffff,417,#ffffff,518,#b6f9cc,513,#b6f9cc,494,#ffffff,521,#b6f9cc,525,#b6f9cc,,,,,,,,,,,,,,,,,,,,,100,2024,92,73,,OK,14.87,,,,,,
https://www.myschool.edu.au/school/43762,43762,Abbotsleigh,Non-government,Combined,"Wahroonga, NSW",1619,K-12,Major Cities,http://www.abbotsleigh.nsw.edu.au,2024,1217,99,0,3,13,83,2024,508,#52cead,512,#52cead,496,#52cead,537,#52cead,499,#52cead,592,#52cead,593,#52cead,581,#52cead,615,#52cead,598,#52cead,632,#52cead,642,#52cead,622,#52cead,647,#52cead,654,#52cead,662,#52cead,687,#52cead,649,#52cead,684,#52cead,698,#52cead,100,2024,95,88,,OK,14.54,,,,,,
https://www.myschool.edu.au/school/46801,46801,Abercorn State School,Government,Primary,"Abercorn, QLD",30,Prep-6,Outer Regional,https://abercornss.eq.edu.au,2024,1001,47,25,40,29,6,2024,353,#ededed,396,#ededed,386,#ededed,387,#ededed,398,#ededed,N/A,#ededed,N/A,#ededed,N/A,#ededed,N/A,#ededed,N/A,#ededed,,,,,,,,,,,,,,,,,,,,,100,2024,89,48,,OK,14.24,,,,,,
https://www.myschool.edu.au/school/41852,41852,Aberdeen Public School,Government,Primary,"Aberdeen, NSW",162,K-6,Inner Regional,https://aberdeen-p.schools.nsw.gov.au,2024,901,11,63,30,6,1,2024,348,#f26469,396,#fccccc,331,#f26469,330,#f26469,382,#fccccc,458,#fccccc,461,#fccccc,449,#fccccc,464,#fccccc,467,#fccccc,,,,,,,,,,,,,,,,,,,,,100,2024,88,53,,OK,14.79,,,,,,
https://www.myschool.edu.au/school/44727,44727,Aberfeldie Primary School,Government,Primary,"Essendon, VIC",380,Prep-6,Major Cities,http://www.aberfeldieps.vic.edu.au/,2024,1113,88,6,19,31,44,2024,408,#ffffff,424,#ffffff,407,#ffffff,411,#ffffff,424,#b6f9cc,523,#b6f9cc,507,#b6f9cc,483,#ffffff,506,#ffffff,507,#b6f9cc,,,,,,,,,,,,,,,,,,,,,96,2024,91,70,,OK,15.18,,,,,,
https://www.myschool.edu.au/school/49360,49360,Aberfoyle Hub Primary School,Government,Primary,"Aberfoyle Park, SA",257,"U, R-6",Major Cities,http://www.ahs.sa.edu.au/,2024,1027,59,26,31,29,15,2024,393,#ffffff,412,#ffffff,411,#ffffff,423,#ffffff,401,#ffffff,486,#ffffff,492,#ffffff,516,#b6f9cc,519,#b6f9cc,494,#ffffff,,,,,,,,,,,,,,,,,,,,,90,2024,89,64,,OK,16.85,,,,,,
https://www.myschool.edu.au/school/49663,49663,Aberfoyle Park High School,Government,Secondary,"Aberfoyle Park, SA",995,7-12,Major Cities,http://www.aphs.sa.edu.au,2024,1032,61,23,32,28,16,2024,,,,,,,,,,,,,,,,,,,,,553,#b6f9cc,547,#ffffff,561,#b6f9cc,557,#b6f9cc,559,#b6f9cc,569,#ffffff,550,#fccccc,568,#ffffff,559,#ffffff,552,#ffffff,93,2024,86,52,,OK,14.5,,,,,,
https://www.myschool.edu.au/school/47089,47089,Abergowrie State School,Government,Primary,"Abergowrie, QLD",7,Prep-6,Remote,https://abergowriess.eq.edu.au,2024,958,28,36,15,32,17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,2024,87,50,,NAPLAN Data not found,22.47,,,,,,
https://www.myschool.edu.au/school/41853,41853,Abermain Public School,Government,Primary,"Abermain, NSW",256,K-6,Major Cities,https://abermain-p.schools.nsw.gov.au,2024,914,14,66,25,9,1,2024,387,#ffffff,395,#ededed,365,#fccccc,378,#fccccc,389,#fccccc,468,#fccccc,481,#ffffff,464,#fccccc,474,#fccccc,465,#fccccc,,,,,,,,,,,,,,,,,,,,,95,2024,89,55,,OK,15.88,,,,,,
https://www.myschool.edu.au/school/48059,48059,Aboriginal &amp; Islander Independent Community School,Non-government,Combined,"Acacia Ridge, QLD",264,Prep-12,Major Cities,http://www.murrischool.qld.edu.au/,2024,708,1,85,10,4,1,2024,316,#ededed,353,#ededed,328,#ededed,320,#ededed,321,#ededed,381,#f26469,369,#ededed,377,#f26469,379,#f26469,375,#f26469,405,#f26469,395,#f26469,436,#f26469,404,#f26469,418,#f26469,469,#f26469,452,#f26469,504,#f26469,409,#f26469,444,#f26469,89,2024,78,32,,OK,11.98,,,,,,
https://www.myschool.edu.au/school/50072,50072,Acacia Hill School,Government,Special,"Sadadeen, NT",91,T-12,Remote,http://www.acaciahill.nt.edu.au/,2024,779,2,65,18,13,5,2023,N/A,#ededed,N/A,#ededed,N/A,#ededed,N/A,#ededed,N/A,#ededed,N/A,#ededed,N/A,#ededed,336,#ededed,311,#ededed,N/A,#ededed,N/A,#ededed,N/A,#ededed,N/A,#ededed,N/A,#ededed,N/A,#ededed,N/A,#ededed,N/A,#ededed,N/A,#ededed,N/A,#ededed,N/A,#ededed,100,2024,69,35,,OK,14.14,,,,,,
https://www.myschool.edu.au/school/46412,46412,Acacia Ridge State School,Government,Primary,"Acacia Ridge, QLD",277,Prep-6,Major Cities,https://acaciaridgess.eq.edu.au,2024,927,17,56,26,13,5,2024,354,#f26469,351,#f26469,350,#f26469,355,#f26469,352,#f26469,425,#f26469,409,#f26469,425,#f26469,404,#f26469,407,#f26469,,,,,,,,,,,,,,,,,,,,,92,2024,85,47,,OK,17.07,,,,,,
https://www.myschool.edu.au/school/45704,45704,Academy of Mary Immaculate,Non-government,Secondary,"Fitzroy, VIC",632,7-12,Major Cities,http://www.academy.vic.edu.au,2024,1075,77,13,20,35,31,2024,,,,,,,,,,,,,,,,,,,,,558,#b6f9cc,583,#b6f9cc,545,#ffffff,561,#b6f9cc,535,#ffffff,597,#b6f9cc,622,#52cead,580,#ffffff,597,#b6f9cc,577,#ffffff,98,2024,90,71,,OK,16.26,,,,,,
https://www.myschool.edu.au/school/48264,48264,Adam Road Primary School,Government,Primary,"South Bunbury, WA",421,K-6,Inner Regional,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5001,2024,940,21,53,29,12,5,2024,325,#f26469,395,#fccccc,341,#f26469,331,#f26469,360,#f26469,440,#f26469,425,#f26469,441,#f26469,441,#f26469,432,#f26469,,,,,,,,,,,,,,,,,,,,,98,2024,87,59,,OK,15.64,,,,,,
https://www.myschool.edu.au/school/42715,42715,Adaminaby Public School,Government,Primary,"Adaminaby, NSW",13,K-6,Outer Regional,https://adaminaby-p.schools.nsw.gov.au,2024,940,21,51,35,8,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,2024,91,57,,NAPLAN Data not found,25.42,,,,,,
https://www.myschool.edu.au/school/41854,41854,Adamstown Public School,Government,Primary,"Adamstown, NSW",402,K-6,Major Cities,https://adamstown-p.schools.nsw.gov.au,2024,1076,77,12,21,29,38,2024,411,#ffffff,449,#b6f9cc,433,#b6f9cc,429,#b6f9cc,410,#ffffff,520,#b6f9cc,499,#ffffff,511,#b6f9cc,536,#b6f9cc,487,#ffffff,,,,,,,,,,,,,,,,,,,,,99,2024,93,77,,OK,14.96,,,,,,
https://www.myschool.edu.au/school/46213,46213,Adass Israel School,Non-government,Combined,"Elsternwick, VIC",387,Prep-12,Major Cities,http://www.vrqa.vic.gov.au/StateRegister/Provider.aspx/DetailsProvider?AccountID=ac88c00c-ed32-de11-9c94-002185cd8e5c,2024,935,19,71,18,8,3,2024,430,#b6f9cc,411,#ffffff,373,#fccccc,420,#ffffff,424,#b6f9cc,535,#ededed,463,#fccccc,439,#f26469,514,#ffffff,508,#b6f9cc,566,#b6f9cc,531,#ffffff,514,#fccccc,581,#52cead,572,#b6f9cc,608,#52cead,582,#ffffff,558,#ffffff,591,#b6f9cc,592,#b6f9cc,94,2024,91,81,,OK,16.84,,,,,,
https://www.myschool.edu.au/school/52576,52576,Adelaide Botanic High School,Government,Secondary,"Adelaide, SA",1197,7-12,Major Cities,http://www.abhs.sa.edu.au,2024,1104,85,6,17,33,43,2024,,,,,,,,,,,,,,,,,,,,,573,#b6f9cc,574,#b6f9cc,574,#b6f9cc,580,#52cead,577,#b6f9cc,609,#52cead,600,#b6f9cc,591,#b6f9cc,600,#b6f9cc,601,#b6f9cc,98,2024,90,68,,OK,15.18,,,,,,
https://www.myschool.edu.au/school/49559,49559,Adelaide East Education Centre,Government,Special,"Campbelltown, SA",53,U,Major Cities,http://www.adelaideeastec.sa.edu.au/,2024,1042,65,23,28,24,26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,2024,87,48,,NAPLAN Data not found,24.13,,,,,,
https://www.myschool.edu.au/school/49453,49453,Adelaide High School,Government,Secondary,"Adelaide, SA",1837,"U, 7-12",Major Cities,http://www.adelaidehs.sa.edu.au,2024,1091,82,8,22,33,37,2024,,,,,,,,,,,,,,,,,,,,,573,#b6f9cc,584,#52cead,570,#b6f9cc,570,#b6f9cc,575,#b6f9cc,594,#b6f9cc,617,#b6f9cc,587,#b6f9cc,601,#b6f9cc,596,#b6f9cc,98,2024,90,63,,OK,14.15,,,,,,
https://www.myschool.edu.au/school/52254,52254,Adelaide International School,Non-government,Secondary,"Adelaide, SA",-,Unknown,Major Cities,https://ais.edu.au/,2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,,N/A,N/A,Attendance year not found - OK,NAPLAN Data not found,34.92,,,,,,
https://www.myschool.edu.au/school/49340,49340,Adelaide North Special School,Government,Special,"Munno Para West, SA",182,U,Major Cities,https://anss.sa.edu.au/,2024,957,28,48,27,16,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,2024,82,46,,NAPLAN Data not found,24.43,,,,,,
https://www.myschool.edu.au/school/50073,50073,Adelaide River School,Government,Combined,"Adelaide River, NT",42,T-7,Remote,https://www.teachintheterritory.nt.gov.au/schools/adelaide-river-school,2024,860,5,55,23,13,9,2024,336,#ededed,N/A,#ededed,N/A,#ededed,N/A,#ededed,N/A,#ededed,N/A,#ededed,N/A,#ededed,N/A,#ededed,N/A,#ededed,N/A,#ededed,N/A,#ededed,N/A,#ededed,N/A,#ededed,N/A,#ededed,N/A,#ededed,,,,,,,,,,,92,2024,75,29,,OK,15.67,,,,,,
https://www.myschool.edu.au/school/49664,49664,Adelaide Secondary School of English,Government,Secondary,"West Croydon, SA",497,U,Major Cities,http://www.adsecenglish.sa.edu.au,2024,953,26,56,15,15,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,2024,91,68,,NAPLAN Data not found,23.69,,,,,,
https://www.myschool.edu.au/school/49643,49643,Adelaide West Special Education Centre,Government,Special,"Taperoo, SA",78,U,Major Cities,http://www.regencysp.sa.edu.au,2024,975,36,45,25,21,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,2024,78,47,,NAPLAN Data not found,22.36,,,,,,
https://www.myschool.edu.au/school/42530,42530,Adelong Public School,Government,Primary,"Adelong, NSW",28,K-6,Inner Regional,https://adelong-p.schools.nsw.gov.au,2024,935,19,54,34,9,3,2023,398,#ededed,406,#ededed,404,#ededed,384,#ededed,405,#ededed,499,#ededed,475,#ededed,518,#ededed,499,#ededed,512,#ededed,,,,,,,,,,,,,,,,,,,,,100,2024,89,38,,OK,16.29,,,,,,
https://www.myschool.edu.au/school/52378,52378,Advance College of Education Incorporated,Non-government,Special,"Rosebud West, VIC",52,11-12,Major Cities,http://www.advancecollege.vic.edu.au,2024,957,27,49,29,17,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,,N/A,N/A,Attendance year not found - OK,NAPLAN Data not found,25.78,,,,,,
https://www.myschool.edu.au/school/43780,43780,Aetaomah School,Non-government,Combined,"Terragon, NSW",66,K-6,Inner Regional,https://www.aetaomah.nsw.edu.au/,2024,1066,74,10,25,39,27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,2024,85,51,,NAPLAN Data not found,25.5,,,,,,
https://www.myschool.edu.au/school/47391,47391,Agnes Water State School,Government,Primary,"Agnes Water, QLD",226,Prep-6,Outer Regional,https://agneswaterss.eq.edu.au,2024,968,33,36,36,19,9,2024,399,#ffffff,416,#ffffff,389,#ededed,381,#ededed,418,#ededed,469,#ededed,445,#f26469,442,#ededed,467,#ededed,486,#ffffff,,,,,,,,,,,,,,,,,,,,,90,2024,85,43,,OK,15.26,,,,,,
https://www.myschool.edu.au/school/44886,44886,Ainslie Parklands Primary School,Government,Primary,"Croydon, VIC",107,Prep-6,Major Cities,http://ainslieparklandsps.vic.edu.au/,2024,1030,60,25,24,30,21,2024,355,#f26469,370,#f26469,340,#f26469,333,#f26469,369,#fccccc,506,#ffffff,490,#ffffff,494,#ffffff,484,#ffffff,472,#fccccc,,,,,,,,,,,,,,,,,,,,,95,2024,86,50,,OK,16.79,,,,,,
https://www.myschool.edu.au/school/49910,49910,Ainslie School,Government,Primary,"Braddon, ACT",385,K-6,Major Cities,http://www.ainslies.act.edu.au,2024,1128,91,6,10,26,57,2024,390,#ffffff,381,#f26469,374,#fccccc,368,#fccccc,393,#ffffff,513,#b6f9cc,477,#ffffff,478,#ffffff,488,#ffffff,507,#b6f9cc,,,,,,,,,,,,,,,,,,,,,93,2024,88,60,,OK,14.26,,,,,,
https://www.myschool.edu.au/school/52936,52936,Aintree Primary School,Government,Primary,"Aintree, VIC",1185,Prep-6,Major Cities,http://aintreeps.vic.edu.au,2024,1059,72,13,27,41,19,2024,384,#fccccc,395,#fccccc,398,#ffffff,390,#ffffff,385,#fccccc,493,#ffffff,476,#ffffff,496,#ffffff,499,#ffffff,493,#ffffff,,,,,,,,,,,,,,,,,,,,,97,2024,87,54,,OK,16.01,,,,,,
https://www.myschool.edu.au/school/49549,49549,Airdale Primary School,Government,Primary,"Port Pirie, SA",114,R-6,Outer Regional,http://www.airdaleps.sa.edu.au,2024,837,4,75,17,5,3,2024,295,#f26469,315,#f26469,310,#f26469,287,#f26469,312,#f26469,424,#f26469,399,#f26469,415,#f26469,427,#f26469,429,#f26469,,,,,,,,,,,,,,,,,,,,,97,2024,84,50,,OK,15.24,,,,,,
https://www.myschool.edu.au/school/41594,41594,Airds High School,Government,Secondary,"Campbelltown, NSW",521,7-12,Major Cities,https://airds-h.schools.nsw.gov.au,2024,880,7,68,21,9,3,2024,,,,,,,,,,,,,,,,,,,,,456,#f26469,476,#f26469,500,#f26469,467,#f26469,461,#f26469,513,#f26469,525,#f26469,540,#fccccc,494,#f26469,502,#f26469,94,2024,79,37,,OK,14.89,,,,,,
https://www.myschool.edu.au/school/52492,52492,Aireys Inlet Primary School,Government,Primary,"Aireys Inlet, VIC",69,Prep-6,Inner Regional,http://aireysinletps.vic.edu.au/,2024,1099,84,7,21,30,42,2024,450,#ededed,432,#ededed,417,#ededed,453,#ededed,419,#ededed,561,#ededed,504,#ededed,491,#ededed,527,#ededed,501,#ededed,,,,,,,,,,,,,,,,,,,,,90,2024,89,59,,OK,14.17,,,,,,
https://www.myschool.edu.au/school/44716,44716,Airly Primary School,Government,Primary,"Airly, VIC",23,Prep-6,Inner Regional,http://www.airlyps.vic.edu.au,2024,945,23,55,36,9,0,2024,377,#ededed,408,#ededed,362,#ededed,312,#ededed,377,#ededed,534,#ededed,482,#ededed,492,#ededed,533,#ededed,515,#ededed,,,,,,,,,,,,,,,,,,,,,100,2024,96,95,,OK,16.91,,,,,,
https://www.myschool.edu.au/school/46805,46805,Airville State School,Government,Primary,"Airville, QLD",16,Prep-6,Outer Regional,https://airvilless.eq.edu.au,2024,1003,48,25,41,15,19,2016,511,#52cead,466,#52cead,514,#52cead,515,#52cead,442,#52cead,546,#52cead,468,#ffffff,500,#ffffff,474,#fccccc,510,#b6f9cc,,,,,,,,,,,,,,,,,,,,,100,2024,92,83,,OK,14.36,,,,,,
https://www.myschool.edu.au/school/46353,46353,Aitken College,Non-government,Combined,"Greenvale, VIC",1442,Prep-12,Major Cities,http://www.aitkencollege.edu.au,2024,1100,84,6,21,35,37,2024,432,#b6f9cc,455,#52cead,440,#b6f9cc,439,#b6f9cc,425,#b6f9cc,515,#b6f9cc,503,#b6f9cc,518,#b6f9cc,527,#b6f9cc,519,#b6f9cc,562,#b6f9cc,569,#b6f9cc,559,#b6f9cc,565,#b6f9cc,577,#b6f9cc,589,#b6f9cc,603,#b6f9cc,575,#ffffff,575,#b6f9cc,581,#ffffff,99,2024,92,74,,OK,16.52,,,,,,
https://www.myschool.edu.au/school/50266,50266,Aitken Creek Primary School,Government,Primary,"Craigieburn, VIC",1036,Prep-6,Major Cities,http://www.aitkencreekps.vic.edu.au/,2024,992,43,40,32,19,8,2024,389,#ffffff,390,#fccccc,398,#ffffff,407,#ffffff,394,#ffffff,490,#ffffff,496,#ffffff,501,#ffffff,501,#ffffff,496,#ffffff,,,,,,,,,,,,,,,,,,,,,97,2024,89,55,,OK,15.13,,,,,,
https://www.myschool.edu.au/school/52696,52696,Aitken Hill Primary School,Government,Primary,"Craigieburn, VIC",841,Prep-6,Major Cities,https://www.aitkenhillps.vic.edu.au/,2024,1010,52,29,27,30,13,2024,338,#f26469,362,#f26469,355,#f26469,338,#f26469,351,#f26469,460,#fccccc,477,#ffffff,475,#ffffff,459,#fccccc,452,#fccccc,,,,,,,,,,,,,,,,,,,,,99,2024,85,44,,OK,16.39,,,,,,
https://www.myschool.edu.au/school/46899,46899,Aitkenvale State School,Government,Primary,"Aitkenvale, QLD",373,Prep-6,Outer Regional,https://aitkenvaless.eq.edu.au,2024,868,6,69,20,9,2,2024,296,#ededed,338,#f26469,320,#ededed,308,#ededed,334,#ededed,385,#ededed,387,#ededed,407,#ededed,393,#ededed,405,#ededed,,,,,,,,,,,,,,,,,,,,,86,2024,85,59,,OK,17.56,,,,,,
https://www.myschool.edu.au/school/41548,41548,Ajuga School,Government,Special,"Glenfield, NSW",52,U,Major Cities,https://ajuga-s.schools.nsw.gov.au,2024,924,16,54,25,10,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,2024,69,21,,NAPLAN Data not found,23.9,,,,,,
https://www.myschool.edu.au/school/43919,43919,Al Amanah College,Non-government,Combined,"Liverpool, NSW",892,K-12,Major Cities,https://www.alamanah.nsw.edu.au/,2024,1021,56,28,29,28,15,2024,376,#fccccc,445,#b6f9cc,429,#b6f9cc,404,#ffffff,383,#fccccc,464,#fccccc,495,#ffffff,498,#ffffff,486,#ffffff,473,#fccccc,503,#fccccc,533,#ffffff,535,#ffffff,508,#fccccc,492,#f26469,527,#fccccc,566,#ffffff,560,#ffffff,515,#fccccc,543,#fccccc,92,2024,90,63,,OK,15.22,,,,,,
https://www.myschool.edu.au/school/50603,50603,Al Hikma College,Non-government,Primary,"Lakemba, NSW",431,K-6,Major Cities,http://alhikma.nsw.edu.au/,2024,1056,70,17,28,34,21,2024,414,#ffffff,452,#52cead,462,#52cead,439,#b6f9cc,406,#ffffff,513,#b6f9cc,493,#ffffff,537,#52cead,550,#52cead,517,#b6f9cc,,,,,,,,,,,,,,,,,,,,,100,2024,91,66,,OK,14.03,,,,,,
https://www.myschool.edu.au/school/52380,52380,Al Iman College,Non-government,Combined,"Melton South, VIC",1087,Prep-12,Major Cities,https://aliman.vic.edu.au/,2024,1055,70,20,19,33,28,2024,416,#ffffff,441,#b6f9cc,420,#b6f9cc,407,#ffffff,401,#ffffff,486,#ffffff,494,#ffffff,514,#b6f9cc,483,#ffffff,468,#fccccc,545,#ffffff,550,#ffffff,571,#b6f9cc,558,#b6f9cc,538,#ffffff,582,#b6f9cc,597,#b6f9cc,581,#b6f9cc,586,#b6f9cc,558,#ffffff,96,2024,90,65,,OK,15.8,,,,,,
https://www.myschool.edu.au/school/43958,43958,Al Noori Muslim School,Non-government,Primary,"Greenacre, NSW",2350,K-12,Major Cities,http://www.alnoori.nsw.edu.au,2024,1089,81,10,22,32,35,2024,455,#52cead,515,#52cead,483,#52cead,516,#52cead,449,#52cead,527,#b6f9cc,550,#52cead,545,#52cead,585,#52cead,531,#52cead,583,#52cead,604,#52cead,601,#52cead,624,#52cead,609,#52cead,616,#52cead,637,#52cead,624,#52cead,637,#52cead,646,#52cead,99,2024,93,77,,OK,18,,,,,,
https://www.myschool.edu.au/school/43741,43741,Al Sadiq College,Non-government,Combined,"Greenacre, NSW",796,K-12,Major Cities,https://alsadiq.nsw.edu.au/cgi-sys/suspendedpage.cgi,2024,936,20,62,24,11,2,2024,396,#ffffff,454,#52cead,435,#b6f9cc,400,#ffffff,381,#fccccc,471,#fccccc,515,#b6f9cc,499,#ffffff,501,#ffffff,458,#fccccc,510,#fccccc,542,#ffffff,553,#ffffff,526,#ffffff,506,#fccccc,506,#f26469,550,#fccccc,554,#fccccc,490,#f26469,509,#f26469,99,2024,91,66,,OK,15.11,,,,,,
https://www.myschool.edu.au/school/46390,46390,Al Siraat College,Non-government,Combined,"Epping, VIC",1419,Prep-12,Major Cities,http://www.alsiraat.vic.edu.au,2024,1054,70,18,22,38,22,2024,430,#b6f9cc,446,#b6f9cc,447,#52cead,449,#b6f9cc,422,#b6f9cc,500,#ffffff,507,#b6f9cc,518,#b6f9cc,517,#b6f9cc,500,#ffffff,554,#b6f9cc,559,#b6f9cc,576,#b6f9cc,571,#b6f9cc,557,#b6f9cc,586,#b6f9cc,591,#ffffff,591,#b6f9cc,583,#b6f9cc,571,#ffffff,99,2024,90,63,,OK,15.63,,,,,,
https://www.myschool.edu.au/school/43946,43946,Al Zahra College,Non-government,Combined,"Arncliffe, NSW",731,K-12,Major Cities,http://www.azc.nsw.edu.au,2024,1050,68,20,30,29,21,2024,406,#ffffff,443,#b6f9cc,432,#b6f9cc,431,#b6f9cc,406,#ffffff,487,#ffffff,505,#b6f9cc,523,#b6f9cc,516,#b6f9cc,498,#ffffff,528,#ffffff,544,#ffffff,553,#ffffff,541,#ffffff,539,#ffffff,563,#ffffff,587,#ffffff,571,#ffffff,563,#ffffff,564,#ffffff,98,2024,85,75,,OK,15.55,,,,,,
https://www.myschool.edu.au/school/49138,49138,Al-Ameen College,Non-government,Combined,"Langford, WA",1146,PP-12,Major Cities,https://alameencollege.wa.edu.au/,2024,1086,80,12,20,31,36,2024,437,#b6f9cc,483,#52cead,456,#52cead,472,#52cead,420,#b6f9cc,517,#b6f9cc,521,#b6f9cc,547,#52cead,550,#52cead,526,#b6f9cc,547,#ffffff,580,#b6f9cc,586,#52cead,577,#b6f9cc,559,#b6f9cc,613,#52cead,617,#b6f9cc,613,#52cead,627,#52cead,606,#52cead,100,2024,92,71,,OK,15.72,,,,,,
